TF,Targets
ATF1,GTF2H1
ATF1,HNRNPU
ATF1,UBQLN1
ATF1,FOXP1
ATF1,BACH2
ATF1,MRRF
ATF1,SNHG15
ATF1,THADA
ATF1,SMCHD1
ATF1,CMSS1
ATF1,PPM1A
ATF1,COQ7
ATF1,SLC25A37
ATF1,IMPDH2
ATF1,GOLGA3
ATF1,UBC
ATF1,NOLC1
ATF1,HAUS5
ATF1,RNPS1
ATF1,NCDN
ATF1,BCL11A
ATF1,TBC1D7
ATF1,LMCD1
ATF1,PPP1R10
ATF1,ZNRD1
ATF1,NCBP2
ATF1,CTU2
ATF1,RPRD1A
ATF1,PCGF1
ATF1,TNFRSF1B
ATF1,CDCA5
ATF1,GPAM
ATF1,MAGOH
ATF1,MBIP
ATF1,TLE3
ATF1,XRCC6
ATF1,GTPBP10
ATF1,BDP1
ATF1,UBA6
ATF1,CEP120
ATF1,SEC23B
ATF1,COPS8
ATF1,ZC3H18
ATF1,ATP1B3
ATF1,NELFA
ATF1,NFIC
ATF1,ANAPC2
ATF1,EXOSC7
ATF1,EIF4EBP1
ATF1,ZMYND19
ATF1,PTCH1
ATF1,CC2D1B
ATF1,RIC1
ATF1,UTP18
ATF1,PICK1
ATF1,GNL2
ATF1,RBPJ
ATF1,EIF2B1
ATF1,EPB41L2
ATF1,PPP4R3A
ATF1,RRP9
ATF1,COG2
ATF1,ILF2
ATF1,S100A2
ATF1,LINC00494
ATF1,FZD3
ATF1,NETO2
ATF1,KDSR
ATF1,CASD1
ATF1,METAP1D
ATF1,ZNF711
ATF1,CNTROB
ATF1,GZF1
ATF1,TMEM147-AS1
ATF1,RDH13
ATF1,RCBTB1
ATF1,MT2A
ATF1,INF2
ATF1,UBXN8
ATF1,SBDS
ATF1,MTF1
ATF1,BAG6
ATF1,RSL1D1
ATF1,GCN1
ATF1,VDR
ATF1,FAM8A1
ATF1,TCERG1
ATF1,FOSB
ATF1,SMIM14
ATF1,FAM234A
ATF1,HNRNPH1
ATF1,SEPT7
ATF1,RNF13
ATF1,POLR2H
ATF1,GTPBP4
ATF1,PPP4C
ATF1,RBM22
ATF1,THAP12
ATF1,ANXA7
ATF1,PODXL2
ATF1,TBC1D25
ATF1,PAXIP1
ATF1,PACSIN3
ATF1,NFKB1
ATF1,AUNIP
ATF1,MED7
ATF1,NDUFA10
ATF1,DTL
ATF1,NARS2
ATF1,RAD51C
ATF1,HSP90AB1
ATF1,TMEM251
ATF1,KDM4C
ATF1,ACY3
ATF1,MOAP1
ATF1,HOMEZ
ATF1,CIC
ATF1,FANCD2
ATF1,VRK1
ATF1,LUC7L2
ATF1,PPA1
ATF1,PMAIP1
ATF1,LUZP1
ATF1,MEF2C
ATF1,CCDC59
ATF1,AP5S1
ATF1,SLC39A13
ATF1,KCTD6
ATF1,NAF1
ATF1,ATF7IP
ATF1,DPM1
ATF1,IL6
ATF1,SLC16A1
ATF1,WDR75
ATF1,INSIG2
ATF1,TWISTNB
ATF1,ZNF428
ATF1,TMUB1
ATF1,LRCH1
ATF1,CDK19
ATF1,ATF1
ATF1,UBE2D3
ATF1,TTF2
ATF1,TRIM4
ATF1,LZIC
ATF1,E2F8
ATF1,DPH2
ATF1,MBD6
ATF1,MKRN2
ATF1,SOGA1
ATF1,LILRB3
ATF1,SLCO5A1
ATF1,YWHAH
ATF1,MNT
ATF1,NCALD
ATF1,TNFAIP1
ATF1,IFT46
ATF1,KCTD7
ATF1,XXYLT1
ATF1,AP4M1
ATF1,PGM2
ATF1,HGH1
ATF1,FAM227B
ATF1,CDK4
ATF1,SRFBP1
ATF1,TCEA2
ATF1,C1orf123
ATF1,ATG13
ATF1,NDUFAF4
ATF1,ABCC4
ATF1,SRSF6
ATF1,ITPRIP
ATF1,KBTBD3
ATF1,ING4
ATF1,RBM15
ATF1,ATL3
ATF1,RNF141
ATF1,CCAR1
ATF1,RAB7A
ATF1,GTF2H3
ATF1,LCLAT1
ATF1,UBB
ATF1,CUX1
ATF1,SDCBP
ATF1,ZNF165
ATF1,GCC1
ATF1,MYO5A
ATF1,GTF2B
ATF1,ZNF263
ATF1,EIF6
ATF1,FAM168B
ATF1,USP38
ATF1,SLC4A8
ATF1,TSC1
ATF1,HNRNPF
ATF1,MYO9B
ATF1,TTI1
ATF1,ABCC10
ATF1,ZNF502
ATF1,AAAS
ATF1,RNF44
ATF1,XPO7
ATF1,CDC5L
ATF1,EBF1
ATF1,PLEKHA1
ATF1,CCDC124
ATF1,RHEB
ATF1,DCTD
ATF1,DDX19A
ATF1,DMC1
ATF1,GPALPP1
ATF1,SIN3A
ATF1,ECE1
ATF1,RAN
ATF1,EIF4A1
ATF1,YPEL5
ATF1,MTDH
ATF1,SUGT1
ATF1,WDR18
ATF1,UBA52
ATF1,DBNL
ATF1,SMU1
ATF1,UBE2N
ATF1,RELA
ATF1,GPS2
ATF1,PUF60
ATF1,COPB2
ATF1,SMARCE1
ATF1,SNAPC5
ATF1,TECPR1
ATF1,SIKE1
ATF1,TBC1D9B
ATF1,VAC14
ATF1,ATP2A3
ATF1,UBE2K
ATF1,NR4A3
ATF1,APEX2
ATF1,CRLF3
ATF1,DHX37
ATF1,IPO7
ATF1,VPS4B
ATF1,KLHL42
ATF1,EIF5AL1
ATF1,CXXC1
ATF1,PNN
ATF1,SPDL1
ATF1,MVB12A
ATF1,ZNF330
ATF1,BEX1
ATF1,DENR
ATF1,LRPPRC
ATF1,PREPL
ATF1,WBP11
ATF1,TRAF1
ATF1,PRMT1
ATF1,UTP6
ATF1,AAR2
ATF1,GPR160
ATF1,RSF1
ATF1,CDKN1A
ATF1,PCDH9
ATF1,LPCAT1
ATF1,NAIF1
ATF1,MAPK1IP1L
ATF1,STAG1
ATF1,BECN1
ATF1,SLC46A3
ATF1,MAP3K7
ATF1,PARVB
ATF1,AMD1
ATF1,HMGCR
ATF1,RPS27A
ATF1,RBM25
ATF1,ENO1
ATF1,NDFIP2
ATF1,CSDE1
ATF1,IFT20
ATF1,SKP2
ATF1,SF3A3
ATF1,KRR1
ATF1,BLCAP
ATF1,TRPS1
ATF1,MAP3K12
ATF1,TBP
ATF1,KDM3A
ATF1,MAN1A2
ATF1,SPG21
ATF1,CCNH
ATF1,CCSER2
ATF1,TAGLN2
ATF1,COPE
ATF1,IDH3G
ATF1,SCYL3
ATF1,AKIRIN2
ATF1,CD82
ATF1,STRAP
ATF1,SMIM15
ATF1,KBTBD4
ATF1,POLR2C
ATF1,DIAPH1
ATF1,UBR5
ATF1,KAT2B
ATF1,EFCAB2
ATF1,TMEM185A
ATF1,INTS10
ATF1,GBE1
ATF1,M6PR
ATF1,PUS7
ATF1,TMEM237
ATF1,SP110
ATF1,PRDM1
ATF1,NR1H2
ATF1,ZRANB3
ATF1,TFE3
ATF1,SNW1
ATF1,KLHL7
ATF1,RPS6KA5
ATF1,WDFY2
ATF1,EIF3E
ATF1,TDRKH
ATF1,SPINT1
ATF1,AFG3L2
ATF1,KLC1
ATF1,GRB2
ATF1,TMEM183A
ATF1,LINC01013
ATF1,N4BP1
ATF1,GART
ATF1,ARHGEF2
ATF1,ZFP36
ATF1,TMEM165
ATF1,CWC25
ATF1,MME
ATF1,SLC20A2
ATF1,SRSF5
ATF1,PAM
ATF1,FDFT1
ATF1,GLI4
ATF1,DCAF10
ATF1,MTA2
ATF1,PSEN2
ATF1,ATP6V1E2
ATF1,HMGCS1
ATF1,ZSWIM7
ATF1,INO80D
ATF1,ZC3H12D
ATF1,SLC7A7
ATF1,GTF2H2
ATF1,GYG1
ATF1,CCT2
ATF1,IPO4
ATF1,DDX21
ATF1,NUDC
ATF1,NRP2
ATF1,RCL1
ATF1,CCDC174
ATF1,HIST1H2AJ
ATF1,SAFB
ATF1,NTAN1
ATF1,RAD23A
ATF1,ABCE1
ATF1,ATG5
ATF1,TMEM147
ATF1,RING1
ATF1,TBC1D15
ATF1,RECQL5
ATF1,RAB9A
ATF1,RMND1
ATF1,CCAR2
ATF1,SSBP1
ATF1,ATF3
ATF1,MXI1
ATF1,XPNPEP3
ATF1,NDRG4
ATF1,SNRK
ATF1,MAD2L2
ATF1,ZSCAN16
ATF1,NCL
ATF1,TIMM22
ATF1,MAP2K4
ATF1,ELP4
ATF1,FAM162A
ATF1,FANCF
ATF1,GGPS1
ATF1,OXCT2
ATF1,MPHOSPH8
ATF1,ILF3
ATF1,ASAH1
ATF1,AKAP12
ATF1,CANT1
ATF1,CHD1
ATF1,MLST8
ATF1,SRSF2
ATF1,SH3YL1
ATF1,FAM122B
ATF1,ZPR1
ATF1,BLOC1S4
ATF1,KIAA1191
ATF1,GABPB1
ATF1,PARP16
ATF1,CCNYL1
ATF1,MYO6
ATF1,TFAM
ATF1,PPP1CB
ATF1,FIP1L1
ATF1,ZZEF1
ATF1,OAT
ATF1,APH1A
ATF1,RELB
ATF1,SKIV2L
ATF1,UBE2S
ATF1,PRPF38A
ATF1,ARL2
ATF1,PFDN2
ATF1,PHF5A
ATF1,CD47
ATF1,VRK2
ATF1,FOSL1
ATF1,NECAP1
ATF1,NDUFS3
ATF1,N4BP2L2
ATF1,ELP5
ATF1,TUBA1C
ATF1,CTDSP1
ATF1,APOLD1
ATF1,ZDHHC17
ATF1,SMIM4
ATF1,MLLT10
ATF1,BCLAF1
ATF1,PFKFB3
ATF1,TOMM40
ATF1,CAPNS1
ATF1,NUFIP1
ATF1,RPIA
ATF1,C17orf53
ATF1,RBM23
ATF1,PATL1
ATF1,CLP1
ATF1,BNIP2
ATF1,DCK
ATF1,TSTD3
ATF1,CAPZB
ATF1,TMEM87A
ATF1,OPA3
ATF1,ESYT2
ATF1,DDX5
ATF1,HHEX
ATF1,SCAF11
ATF1,NAA50
ATF1,RPL26L1
ATF1,USB1
ATF1,ZMYND8
ATF1,SLC35F6
ATF1,NXF1
ATF1,METTL16
ATF1,TXNL1
ATF1,CTCF
ATF1,ANKH
ATF1,GNB4
ATF1,PDGFD
ATF1,RPS17
ATF1,PDCD11
ATF1,SH3D19
ATF1,FAM207A
ATF1,HVCN1
ATF1,SP4
ATF1,FAM160A2
ATF1,KIAA0319L
ATF1,TCP11L1
ATF1,TPR
ATF1,SCO1
ATF1,TMEM126B
ATF1,PSMA1
ATF1,GOLGA2
ATF1,PGS1
ATF1,NCK2
ATF1,SNF8
ATF1,AATF
ATF1,CAPRIN1
ATF1,ACOX3
ATF1,SNAPC2
ATF1,FOXM1
ATF1,HNRNPC
ATF1,MAT2A
ATF1,FAM126B
ATF1,STAU1
ATF1,LAPTM4B
ATF1,NUMBL
ATF1,ZNF747
ATF1,CBFA2T2
ATF1,CBL
ATF1,RAB13
ATF1,TIMM17A
ATF1,VPS13A
ATF1,SEC24C
ATF1,ARL3
ATF1,GNL3
ATF1,PCED1A
ATF1,PATZ1
ATF1,MAP2K2
ATF1,RPS3A
ATF1,POLR2K
ATF1,PAPOLA
ATF1,JKAMP
ATF1,JOSD2
ATF1,GNL1
ATF1,DNAJC14
ATF1,TESK1
ATF1,KDM4B
ATF1,SNHG7
ATF1,ARID2
ATF1,SPIN1
ATF1,BEX2
ATF1,NCAPH
ATF1,PELI3
ATF1,VPS13C
ATF1,UQCC2
ATF1,MSC
ATF1,CAMTA1
ATF1,GPX4
ATF1,GNAZ
ATF1,C16orf74
ATF1,FIG4
ATF1,SOAT1
ATF1,AAMP
ATF1,RFXAP
ATF1,DCAKD
ATF1,RNF4
ATF1,NOC2L
ATF1,TMEM126A
ATF1,UBE2V2
ATF1,GFOD1
ATF1,ADAM10
ATF1,BPTF
ATF1,THRAP3
ATF1,DCUN1D5
ATF1,UBE2J2
ATF1,GADD45A
ATF1,JADE2
ATF1,PRPS2
ATF1,ADAP2
ATF1,PPIL1
ATF1,TTC9C
ATF1,ARNT
ATF1,CCT7
ATF1,STOML2
ATF1,EEF2K
ATF1,WASL
ATF1,B3GALNT1
ATF1,LRRC37B
ATF1,ODC1
ATF1,GCC2
ATF1,RPP38
ATF1,KDM4D
ATF1,PPIF
ATF1,C20orf27
ATF1,NOM1
ATF1,ANKHD1
ATF1,TMEM242
ATF1,USP16
ATF1,GALNT2
ATF1,YIF1B
ATF1,ZFP82
ATF1,LAMTOR3
ATF1,BCL10
ATF1,VAMP5
ATF1,RPL39
ATF1,TOB1
ATF1,HIST1H2AE
ATF1,DCAF13
ATF1,ZNF551
ATF1,IRS1
ATF1,SFXN1
ATF1,PRPF18
ATF1,RERE
ATF1,TMEM8A
ATF1,GRK5
ATF1,SAT1
ATF1,PTPDC1
ATF1,ADM2
ATF1,SSBP3
ATF1,VDAC1
ATF1,RRAS
ATF1,TTC14
ATF1,PPP1R37
ATF1,RPS21
ATF1,SET
ATF1,PPIL2
ATF1,LMNA
ATF1,HNRNPA0
ATF1,PIGC
ATF1,EHD3
ATF1,SNX9
ATF1,HSD17B7
ATF1,HGS
ATF1,TSPAN3
ATF1,DNMBP
ATF1,TRIM28
ATF1,STYXL1
ATF1,PNPO
ATF1,ARHGDIA
ATF1,CDC40
ATF1,SLU7
ATF1,PDRG1
ATF1,DEPDC5
ATF1,BRAF
ATF1,PSMA6
ATF1,SERAC1
ATF1,BCL2L1
ATF1,CENPQ
ATF1,UBL7
ATF1,CHCHD3
ATF1,TCF25
ATF1,MRPS26
ATF1,MPC1
ATF1,NPW
ATF1,PABPC1
ATF1,SLMAP
ATF1,OPA1
ATF1,TIAL1
ATF1,IL10
ATF1,NDUFB7
ATF1,COA1
ATF1,TIMM23
ATF1,SLC39A6
ATF1,MAN2A2
ATF1,DDI2
ATF1,SZRD1
ATF1,TMOD2
ATF1,RIOK2
ATF1,CD151
ATF1,U2SURP
ATF1,TUFM
ATF1,FAM3C
ATF1,TRMT1
ATF1,UBAC2-AS1
ATF1,TDP1
ATF1,NPLOC4
ATF1,PNO1
ATF1,TFB2M
ATF1,NGDN
ATF1,HPF1
ATF1,MIR3142HG
ATF1,PELO
ATF1,KMT2B
ATF1,ARL6IP6
ATF1,ADSL
ATF1,TMEM33
ATF1,SF3B2
ATF1,ADK
ATF1,XRCC4
ATF1,WDR77
ATF1,ATP2C1
ATF1,YRDC
ATF1,TTC17
ATF1,GABPA
ATF1,PSMD6
ATF1,NAA25
ATF1,ALG10
ATF1,TCP1
ATF1,CPOX
ATF1,ATAD3A
ATF1,C12orf76
ATF1,CHID1
ATF1,ISCU
ATF1,SCNM1
ATF1,WDR74
ATF1,YIF1A
ATF1,MTHFD1L
ATF1,WDR45B
ATF1,PIGM
ATF1,ERICH1
ATF1,ACTA2
ATF1,NFKBIZ
ATF1,MRPL49
ATF1,VASP
ATF1,HP1BP3
ATF1,CNOT9
ATF1,ELOF1
ATF1,HIPK2
ATF1,INTS1
ATF1,STK26
ATF1,MORF4L1
ATF1,LIN54
ATF1,CDC16
ATF1,NARS
ATF1,IRF5
ATF1,NAA20
ATF1,TUSC2
ATF1,HELQ
ATF1,FBL
ATF1,MYL12A
ATF1,MITD1
ATF1,NCOA2
ATF1,PCBP1
ATF1,HCK
ATF1,TWF1
ATF1,CNOT6
ATF1,HELB
ATF1,GPN1
ATF1,CCNG2
ATF1,PRNP
ATF1,RPL23A
ATF1,NDUFAF7
ATF1,PRKAR1B
ATF1,EIF2B5
ATF1,CSNK1A1
ATF1,PSPH
ATF1,PRMT3
ATF1,NUP107
ATF1,ACIN1
ATF1,MMS22L
ATF1,TPM1
ATF1,PTGES3
ATF1,AMPD3
ATF1,PKHD1L1
ATF1,ELF2
ATF1,GAPVD1
ATF1,SIRT6
ATF1,HSPA2
ATF1,COMMD2
ATF1,SAPCD2
ATF1,TRMT112
ATF1,CUL5
ATF1,MRPS10
ATF1,APLP2
ATF1,PCYT2
ATF1,C18orf54
ATF1,USP12
ATF1,HMOX2
ATF1,DDIT3
ATF1,IQSEC1
ATF1,EXOC2
ATF1,CWF19L2
ATF1,LONRF1
ATF1,CEP192
ATF1,SLC43A2
ATF1,SEC61G
ATF1,UHRF2
ATF1,RPF2
ATF1,HIP1R
ATF1,CTNNBL1
ATF1,DNAJC2
ATF1,OLA1
ATF1,PARM1
ATF1,DNAL1
ATF1,KRBA1
ATF1,COL4A3BP
ATF1,ZNF180
ATF1,MRPS7
ATF1,MOCS3
ATF1,DNAJC16
ATF1,SPNS1
ATF1,NIP7
ATF1,ISG20L2
ATF1,CENPC
ATF1,NDUFA4L2
ATF1,WRAP73
ATF1,ACSF2
ATF1,KIF21A
ATF1,CCDC12
ATF1,SLAMF1
ATF1,IWS1
ATF1,TRAFD1
ATF1,HNRNPR
ATF1,PLEKHA8
ATF1,SETD4
ATF1,GPATCH4
ATF1,MREG
ATF1,CWC15
ATF1,KMT5A
ATF1,SMAGP
ATF1,MCAT
ATF1,TMEM64
ATF1,GLCE
ATF1,ZNF408
ATF1,TBC1D14
ATF1,FBXO10
ATF1,GADD45GIP1
ATF1,NUS1
ATF1,CHURC1
ATF1,LACTB
ATF1,PSMG4
ATF1,RBMXL1
ATF1,RBM8A
ATF1,SIT1
ATF1,CEBPD
ATF1,POLR3H
ATF1,CAMK1D
ATF1,MED4
ATF1,NMD3
ATF1,TMEM102
ATF1,PDGFA
ATF1,ERI2
ATF1,DDB1
ATF1,MFSD10
ATF1,ERO1A
ATF1,WDR43
ATF1,METTL5
ATF1,GPR108
ATF1,MDM4
ATF1,XIST
ATF1,HMGXB4
ATF1,HSD17B12
ATF1,SLC38A6
ATF1,RER1
ATF1,NHP2
ATF1,C12orf49
ATF1,CCDC189
ATF1,GPATCH3
ATF1,ARHGEF39
ATF1,ZNF584
ATF1,RFX7
ATF1,PABPC4
ATF1,ITPR3
ATF1,CDC123
ATF1,UPF3B
ATF1,ATP13A2
ATF1,TM2D3
ATF1,WDR12
ATF1,FBXO22
ATF1,CHD6
ATF1,KIF9
ATF1,PRR11
ATF1,UACA
ATF1,RAE1
ATF1,BUB1B
ATF1,DTWD2
ATF1,PARP3
ATF1,EMP3
ATF1,YBX1
ATF1,ANXA5
ATF1,EIF2S1
ATF1,SNX12
ATF1,NUP54
ATF1,FNBP1
ATF1,SH3BP1
ATF1,WDR3
ATF1,PPP1R8
ATF1,NPM1
ATF1,TMEM19
ATF1,LRRC58
ATF1,STARD5
ATF1,KIN
ATF1,POLH
ATF1,DTD2
ATF1,CROT
ATF1,GPR180
ATF1,KBTBD8
ATF1,METTL13
ATF1,STK24
ATF1,ANKZF1
ATF1,EIF5B
ATF1,KLHL22
ATF1,FASTKD2
ATF1,SS18L1
ATF1,EFNA4
ATF1,MRPS6
ATF1,NOL11
ATF1,NFU1
ATF1,KATNB1
ATF1,ZNF701
ATF1,PNPT1
ATF1,SCML1
ATF1,ALG11
ATF1,TMEM267
ATF1,ITPK1
ATF1,TCEANC2
ATF1,ARMC7
ATF1,CMTM7
ATF1,DENND6A
ATF1,TDRD7
ATF1,CIR1
ATF1,DGKD
ATF1,SLC26A6
ATF1,NOP2
ATF1,NAXE
ATF1,RAB10
ATF1,LRRC2
ATF1,SIRT2
ATF1,HNRNPDL
ATF1,ZNF781
ATF1,BLOC1S2
ATF1,MTOR
ATF1,ADSS
ATF1,REEP3
ATF1,RABIF
ATF1,PPRC1
ATF1,BRCC3
ATF1,TAOK2
ATF1,NLRC5
ATF1,MAPK1
ATF1,IQCE
ATF1,HDAC7
ATF1,TCOF1
ATF1,ORMDL1
ATF1,CIAPIN1
ATF1,LPCAT3
ATF1,SFXN5
ATF1,PCMT1
ATF1,HIP1
ATF1,C1orf109
ATF1,GADD45B
ATF1,SETD2
ATF1,FBXO31
ATF1,TNF
ATF1,OGFOD3
ATF1,RRS1
ATF1,SNHG19
ATF1,UBXN1
ATF1,PXK
ATF1,GAS7
ATF1,SLC39A14
ATF1,ADPRHL2
ATF1,ZNF28
ATF1,ARSK
ATF1,PCID2
ATF1,SLC35A1
ATF1,MYBBP1A
ATF1,ZNF677
ATF1,TRIM27
ATF1,NUDCD1
ATF1,COPRS
ATF1,DDX20
ATF1,C6orf48
ATF1,RNF26
ATF1,MIR155HG
ATF1,ORC2
ATF1,POLR3B
ATF1,RPL18A
ATF1,MAK16
ATF1,WDR83
ATF1,PSMD7
ATF1,FAM89A
ATF1,C5orf30
ATF1,ARL8B
ATF1,RMI2
ATF1,C3orf38
ATF1,SNRNP27
ATF1,APBA3
ATF1,LINC00158
ATF1,PPP1R14B
ATF1,UBE2E3
ATF1,EIF3I
ATF1,PIGF
ATF1,STX6
ATF1,RPS10
ATF1,RELL2
ATF1,SLC27A4
ATF1,ALDH9A1
ATF1,IFI16
ATF1,LIPE
ATF1,PITRM1
ATF1,HDDC2
ATF1,SMC5
ATF1,TSN
ATF1,LRRC47
ATF1,FRG1
ATF1,BCAT1
ATF1,GLRX3
ATF1,YPEL1
ATF1,RPL30
ATF1,FGFR1OP2
ATF1,HIST1H3B
ATF1,USP30
ATF1,ZEB1-AS1
ATF1,DGAT2
ATF1,GPAT2
ATF1,MMP17
ATF1,USP51
ATF1,ZNF552
ATF1,CCDC6
ATF2,FOXN2
ATF2,SLC46A3
ATF2,FBXO8
ATF2,RUNX1
ATF2,SORBS3
ATF2,PFN2
ATF2,ATF2
ATF2,LINC00886
ATF2,C14orf28
ATF2,C3orf67
ATF3,ATF3
ATF3,ABCE1
ATF3,PVT1
ATF3,TRIP6
ATF3,SPAG9
ATF3,NDUFA10
ATF3,RBM18
ATF3,SNHG15
ATF3,PPP1R15A
ATF3,AKIRIN1
ATF3,KIAA0232
ATF3,DVL2
ATF3,DDX49
ATF3,RAD9A
ATF3,CCDC86
ATF3,CDIP1
ATF3,BBC3
ATF3,CHMP2A
ATF3,NUP214
ATF3,WARS2
ATF3,EIF1
ATF3,KDM6B
ATF3,RUNX3
ATF3,MAGOHB
ATF3,SLC25A33
ATF3,SARNP
ATF3,SLC38A1
ATF3,RARA
ATF3,MAP4
ATF3,IFRD1
ATF3,ATL2
ATF3,STAMBPL1
ATF3,LYRM1
ATF3,SMAD3
ATF3,PCK2
ATF3,TFEC
ATF3,DUSP10
ATF3,PHLPP1
ATF3,MYC
ATF3,POLR3C
ATF3,PAWR
ATF3,VPS41
ATF3,CD44
ATF3,PMAIP1
ATF3,RANGAP1
ATF3,NINJ2
ATF3,PPP6R3
ATF3,UPF2
ATF3,ODC1
ATF3,ASB16-AS1
ATF3,ITFG2
ATF3,MAFG
ATF3,DCP1B
ATF3,PPP3R1
ATF3,LMNA
ATF3,KCNN4
ATF3,GPATCH3
ATF3,BACH1
ATF3,NFIC
ATF3,CAPN2
ATF3,EIF5
ATF3,TRAF1
ATF3,EMP3
ATF3,HDAC9
ATF3,EIF4EBP1
ATF3,PIP5K1B
ATF3,CCDC50
ATF3,KLF10
ATF3,MIR155HG
ATF3,ZC3H12D
ATF3,SLC16A1
ATF3,CWC25
ATF3,ZBTB10
ATF3,TBC1D23
ATF3,SLC3A2
ATF3,UBXN11
ATF3,ZHX1
ATF3,MIA3
ATF3,NFKBIZ
ATF3,MED28
ATF3,USP12
ATF3,C19orf24
ATF3,FDXR
ATF3,CYC1
ATF3,PLK3
ATF3,EIF5A2
ATF3,NOM1
ATF3,SLC1A5
ATF3,KPNA4
ATF3,FKRP
ATF3,STRN4
ATF3,GADD45G
ATF3,SLC29A1
ATF3,TUBE1
ATF3,SLC25A26
ATF3,AEN
ATF3,ACTA2
ATF3,FBXL5
ATF3,DUSP22
ATF3,MAP1LC3B
ATF3,IFRD2
ATF3,TMEM199
ATF3,ESF1
ATF3,PRAF2
ATF3,PLEKHO2
ATF3,NEMP2
ATF3,CDKN1A
ATF3,PNO1
ATF3,PSMC6
ATF3,FBXO42
ATF3,ECE1
ATF3,STAU1
ATF3,DNPEP
ATF3,ZBTB32
ATF3,SLC4A7
ATF3,GAK
ATF3,NUDT9
ATF3,CDC27
ATF3,RNF138
ATF3,NAA20
ATF3,CNOT1
ATF3,PABPC4
ATF3,TCAIM
ATF3,PPP1CB
ATF3,MRPS30
ATF3,MTHFD1L
ATF3,SPTLC1
ATF3,PTPN11
ATF3,NPW
ATF3,CCSER2
ATF3,PICK1
ATF3,ARL4A
ATF3,GPSM2
ATF3,PIM3
ATF3,SNN
