TF,Targets
ATF1,XRCC6
ATF1,RPS6KB2
ATF1,ANAPC2
ATF1,FANCD2
ATF1,NAA40
ATF1,SCAF11
ATF1,FDXR
ATF1,SCX
ATF1,PPP3R1
ATF1,CDC123
ATF1,EPB41L2
ATF1,SERPINE2
ATF1,EGR2
ATF1,ZSWIM7
ATF1,ZRANB3
ATF1,TMEM33
ATF1,PPCDC
ATF1,RNPC3
ATF1,LIN7C
ATF1,TMUB1
ATF1,FZD3
ATF1,KDSR
ATF1,ZNF295-AS1
ATF1,GEM
ATF1,KIAA1217
ATF1,MNT
ATF1,HLX
ATF1,TFDP1
ATF1,MAP3K12
ATF1,DRAM1
ATF1,PARP3
ATF1,MRRF
ATF1,KLC1
ATF1,MFN2
ATF1,ILF3
ATF1,BECN1
ATF1,PICK1
ATF1,PHF20
ATF1,PATL1
ATF1,MAD2L2
ATF1,INSIG2
ATF1,FAM234A
ATF1,CHID1
ATF1,GNG7
ATF1,EIF2B1
ATF1,PABPC1
ATF1,PPP1R11
ATF1,PIGC
ATF1,DDX18
ATF1,LAMTOR3
ATF1,RFX7
ATF1,WDR77
ATF1,FOSL1
ATF1,XXYLT1
ATF1,TIGD1
ATF1,USP19
ATF1,TMEM170A
ATF1,TMEM267
ATF1,PIM3
ATF1,MLX
ATF1,CBFA2T2
ATF1,ATG13
ATF1,TRIB3
ATF1,THRAP3
ATF1,UTP6
ATF1,ZPR1
ATF1,ABCC4
ATF1,TMEM237
ATF1,TNFAIP8
ATF1,INTS10
ATF1,TMEM185A
ATF1,TRIP6
ATF1,GTF2H1
ATF1,YWHAH
ATF1,ERF
ATF1,RDH13
ATF1,KDM4C
ATF1,ZNRD1
ATF1,NCBP2
ATF1,CCDC124
ATF1,C2orf49
ATF1,RING1
ATF1,TLE3
ATF1,SPG21
ATF1,ATF7IP
ATF1,CEP120
ATF1,RREB1
ATF1,UTP18
ATF1,VPS4B
ATF1,CWC25
ATF1,CCNYL1
ATF1,PPA1
ATF1,TOMM40
ATF1,EMP3
ATF1,PPP1R37
ATF1,TUFM
ATF1,SPC25
ATF1,PPP1R21
ATF1,HNRNPA0
ATF1,CLIP4
ATF1,NETO2
ATF1,PELO
ATF1,LINC01431
ATF1,NKRF
ATF1,KCTD7
ATF1,PRPF4
ATF1,RNF44
ATF1,XPO7
ATF1,PPP2R2A
ATF1,IMPDH2
ATF1,BCL11A
ATF1,HSP90AB1
ATF1,TMEM251
ATF1,PLEKHA1
ATF1,ACY3
ATF1,NUP133
ATF1,HOMEZ
ATF1,MAGOH
ATF1,LDLRAD4
ATF1,REL
ATF1,RABL6
ATF1,ING4
ATF1,ACIN1
ATF1,METRNL
ATF1,RIC1
ATF1,FAM118B
ATF1,VRK1
ATF1,MED24
ATF1,ECE1
ATF1,SLC4A8
ATF1,ATL3
ATF1,PAM
ATF1,RPL26L1
ATF1,CENPQ
ATF1,USB1
ATF1,PUF60
ATF1,MYO1B
ATF1,IL6
ATF1,APOC1
ATF1,TRAK2
ATF1,LRRC47
ATF1,ATP1B3
ATF1,AMD1
ATF1,GNL2
ATF1,PNP
ATF1,TUBB3
ATF1,TBC1D10A
ATF1,NOP58
ATF1,TMEM242
ATF1,BCLAF1
ATF1,RSL1D1
ATF1,FIG4
ATF1,MBD6
ATF1,POU3F1
ATF1,TSPAN3
ATF1,ARL6IP6
ATF1,GCC2
ATF1,RPL39
ATF1,SLC4A7
ATF1,FAM76A
ATF1,BRCC3
ATF1,STYXL1
ATF1,TMEM165
ATF1,TERF2
ATF1,RTN3
ATF1,TSR2
ATF1,KBTBD8
ATF1,N4BP2L2
ATF1,FAM168B
ATF1,NEK2
ATF1,CDIP1
ATF1,UBC
ATF1,WDR75
ATF1,FADS2
ATF1,DCTD
ATF1,GPS2
ATF1,RPL23A
ATF1,PRPF18
ATF1,STOML2
ATF1,RNF139
ATF1,GOSR1
ATF1,SCYL3
ATF1,RBM22
ATF1,SEPT7
ATF1,RMND1
ATF1,NUMBL
ATF1,NDUFB7
ATF1,JKAMP
ATF1,NSUN3
ATF1,LRPPRC
ATF1,MYO1C
ATF1,TMEM14B
ATF1,CSNK1G3
ATF1,DPM1
ATF1,LUZP1
ATF1,ZC3H18
ATF1,MRPL49
ATF1,NPW
ATF1,SLMAP
ATF1,BDP1
ATF1,UBA6
ATF1,SMIM14
ATF1,CCDC85B
ATF1,GAR1
ATF1,BLCAP
ATF1,DDIT3
ATF1,PACSIN3
ATF1,ARAP1
ATF1,CDKN1A
ATF1,URGCP
ATF1,OPA1
ATF1,RRP9
ATF1,PDSS1
ATF1,GPR180
ATF1,CCDC6
ATF1,AMPD3
ATF1,RPS27
ATF1,M6PR
ATF1,LRRC58
ATF1,UBA52
ATF1,EIF5AL1
ATF1,PRKAR2A
ATF1,PDE8A
ATF1,SIKE1
ATF1,TAF2
ATF1,FBL
ATF1,HMGCS1
ATF1,NREP
ATF1,TIAL1
ATF1,BIRC6
ATF1,CWF19L2
ATF1,PPP1R8
ATF1,FUT11
ATF1,NXF1
ATF1,PPIL1
ATF1,CAPN15
ATF1,BRAF
ATF1,TAF11
ATF1,PHF20L1
ATF1,RNPS1
ATF1,SH2D3C
ATF1,RHEB
ATF1,EGR1
ATF1,MBIP
ATF1,CC2D1B
ATF1,DMC1
ATF1,TWISTNB
ATF1,RPS3A
ATF1,WDR18
ATF1,C3orf38
ATF1,POLDIP3
ATF1,GSK3B
ATF1,CNTROB
ATF1,TET2
ATF1,SUPT3H
ATF1,PNPO
ATF1,KCNAB2
ATF1,PFDN2
ATF1,PHF5A
ATF1,NDFIP2
ATF1,YIF1B
ATF1,ARID2
ATF1,DNAJC14
ATF1,LINC01013
ATF1,TRAF1
ATF1,SF3A3
ATF1,KRR1
ATF1,RHBDD1
ATF1,MTA2
ATF1,WDR74
ATF1,RPS6KC1
ATF1,ATF3
ATF1,ZNF593
ATF1,ABCE1
ATF1,ANAPC10
ATF1,GLOD4
ATF1,CBX8
ATF1,GOLGA3
ATF1,HNRNPA3
ATF1,RAB7A
ATF1,TBC1D15
ATF1,MOCS3
ATF1,ERI2
ATF1,LRRC8A
ATF1,MXI1
ATF1,GZF1
ATF1,SERAC1
ATF1,SLC46A3
ATF1,PRMT1
ATF1,RHOBTB2
ATF1,KIF9
ATF1,GGPS1
ATF1,RCAN3
ATF1,RAB13
ATF1,C20orf27
ATF1,ANKHD1
ATF1,CCNH
ATF1,GTF2H3
ATF1,PPIL2
ATF1,MPDU1
ATF1,KBTBD4
ATF1,STRAP
ATF1,PCGF5
ATF1,SATB1
ATF1,ATF1
ATF1,RNF145
ATF1,KIN
ATF1,AP4M1
ATF1,C15orf61
ATF1,GCAT
ATF1,RIOK2
ATF1,PPM1A
ATF1,HNRNPF
ATF1,LCLAT1
ATF1,NUDC
ATF1,HNRNPH1
ATF1,PKHD1L1
ATF1,CDK19
ATF1,MBTD1
ATF1,PSMD6
ATF1,INTS1
ATF1,SMYD3
ATF1,ZCCHC2
ATF1,CHFR
ATF1,BIRC2
ATF1,USP12
ATF1,KIF13B
ATF1,DCUN1D5
ATF1,NR1H2
ATF1,SLU7
ATF1,GTF2H2
ATF1,KNSTRN
ATF1,EIF5B
ATF1,UTP4
ATF1,YBX1
ATF1,NOLC1
ATF1,EIF4A1
ATF1,NELFA
ATF1,PARVB
ATF1,ENO1
ATF1,SPIN1
ATF1,SNF8
ATF1,UBE2J2
ATF1,NUP54
ATF1,PIBF1
ATF1,FEZ1
ATF1,SLC43A2
ATF1,HMGCR
ATF1,ZNF804A
ATF1,RFXAP
ATF1,BNIP2
ATF1,RECQL5
ATF1,VPS13A
ATF1,PRNP
ATF1,FBXO22
ATF1,DHX16
ATF1,UBL7
ATF1,N4BP1
ATF1,CAPZB
ATF1,WDR43
ATF1,NAXE
ATF1,PPP1R15A
ATF1,CMSS1
ATF1,TRA2A
ATF1,SRSF6
ATF1,SPRYD4
ATF1,PRPF38A
ATF1,CSNK1A1
ATF1,PCBP1
ATF1,GNL3
ATF1,NOL11
ATF1,CIC
ATF1,RPL21
ATF1,SLC16A1
ATF1,NAA50
ATF1,CD47
ATF1,CEP112
ATF1,RAN
ATF1,AATF
ATF1,CAMK1D
ATF1,DDI2
ATF1,ZMYND8
ATF1,FAM91A1
ATF1,CRKL
ATF1,RALGDS
ATF1,IBA57
ATF1,IRS1
ATF1,GALT
ATF1,RPL24
ATF1,WDFY2
ATF1,SCNM1
ATF1,RAD23B
ATF1,FAM126B
ATF1,SMARCE1
ATF1,SMIM4
ATF1,GPN1
ATF1,IGF2R
ATF1,CCAR1
ATF1,ITPRIPL2
ATF1,E2F8
ATF1,EGLN2
ATF1,SDCBP
ATF1,ZNF408
ATF1,ADK
ATF1,PCGF1
ATF1,DUSP2
ATF1,NAT10
ATF1,DDX19A
ATF1,CDK4
ATF1,ANKH
ATF1,VDAC1
ATF1,ZMYND19
ATF1,EPN1
ATF1,CTNNBL1
ATF1,LZIC
ATF1,PATZ1
ATF1,SNAPC5
ATF1,RCBTB1
ATF1,CLTC
ATF1,EIF4A2
ATF1,CDK11B
ATF1,GADD45A
ATF1,RBM15
ATF1,CTCF
ATF1,UBE2D3
ATF1,OAT
ATF1,FAM207A
ATF1,NGDN
ATF1,MAPK1
ATF1,SAFB
ATF1,CYHR1
ATF1,PREPL
ATF1,SLC7A7
ATF1,TTC17
ATF1,COPB2
ATF1,SYTL2
ATF1,PTCH1
ATF1,WBP11
ATF1,IFT20
ATF1,AP5S1
ATF1,ISOC2
ATF1,EXOSC7
ATF1,ABT1
ATF1,ZNF566
ATF1,SRFBP1
ATF1,JOSD2
ATF1,TBC1D7
ATF1,ASPSCR1
ATF1,CLP1
ATF1,COPE
ATF1,AKAP12
ATF1,CADPS
ATF1,NFKB1
ATF1,SPDL1
ATF1,TIMM17A
ATF1,OLA1
ATF1,TASP1
ATF1,CCDC59
ATF1,MKRN2
ATF1,PSMG4
ATF1,ATP2A3
ATF1,NOL8
ATF1,SIN3A
ATF1,PSEN2
ATF1,CUX1
ATF1,GABPA
ATF1,DTD2
ATF1,RER1
ATF1,MAP3K7
ATF1,NR4A3
ATF1,TTPAL
ATF1,CYCS
ATF1,RPS21
ATF1,MRPS10
ATF1,NIP7
ATF1,MYBBP1A
ATF1,SIRT6
ATF1,ELF2
ATF1,SZRD1
ATF1,AAMP
ATF1,ARL2
ATF1,ODC1
ATF1,ZNF428
ATF1,GAPVD1
ATF1,SMC2
ATF1,SP110
ATF1,FAM162A
ATF1,UBR5
ATF1,OPA3
ATF1,MRM3
ATF1,CCT7
ATF1,SLC39A9
ATF1,TFB2M
ATF1,CCAR2
ATF1,CASD1
ATF1,CDC23
ATF1,LINC01224
ATF1,IKBKB
ATF1,GPATCH4
ATF1,U2SURP
ATF1,MTDH
ATF1,ZNF644
ATF1,DCK
ATF1,RPS27A
ATF1,GRPEL1
ATF1,UBE2V2
ATF1,SLC39A6
ATF1,C6orf48
ATF1,TSC1
ATF1,B3GALNT1
ATF1,UBE2S
ATF1,TRIM33
ATF1,DDB1
ATF1,RBM25
ATF1,CSDE1
ATF1,YRDC
ATF1,BLOC1S4
ATF1,NPLOC4
ATF1,ELP5
ATF1,ALYREF
ATF1,TRMT1
ATF1,USP30
ATF1,PMAIP1
ATF1,UBE2N
ATF1,WRAP73
ATF1,LMNA
ATF1,IRF5
ATF1,PTP4A3
ATF1,DDIAS
ATF1,MORF4L1
ATF1,TMEM126B
ATF1,WBP1L
ATF1,E2F7
ATF1,POLR2J2
ATF1,TOB1
ATF1,POLR2H
ATF1,ATP2C1
ATF1,NUP107
ATF1,SLC16A1-AS1
ATF1,DDX21
ATF1,EIF2B3
ATF1,KIF21A
ATF1,DIAPH1
ATF1,MRPL3
ATF1,POC1B
ATF1,RCOR1
ATF1,VAC14
ATF1,MYO9B
ATF1,PARM1
ATF1,SPECC1L
ATF1,ATAD3A
ATF1,MPC1
ATF1,CENPO
ATF1,IDH3G
ATF1,NDUFS3
ATF1,LDAH
ATF1,TBP
ATF1,RPS6KA5
ATF1,RMI2
ATF1,ZNF552
ATF1,RPL17
ATF1,EYA3
ATF1,GNAZ
ATF1,INF2
ATF1,UHRF2
ATF1,HGS
ATF1,LRRC37B
ATF1,PRPSAP1
ATF1,EDRF1
ATF1,COLGALT1
ATF1,FAM220A
ATF1,FBXW4
ATF1,NPTX2
ATF1,CUL5
ATF1,ISG20L2
ATF1,RBBP5
ATF1,NCOA2
ATF1,ZFP36
ATF1,BAG6
ATF1,VRK2
ATF1,TESK1
ATF1,C18orf25
ATF1,ZSCAN16
ATF1,UTP3
ATF1,NKIRAS1
ATF1,NOP2
ATF1,TTF2
ATF1,GBE1
ATF1,DGKD
ATF1,HNRNPC
ATF1,POLR2K
ATF1,MTOR
ATF1,TPR
ATF1,PPP1R10
ATF1,SPNS1
ATF1,ARL3
ATF1,SNRNP27
ATF1,SNHG19
ATF1,CWC15
ATF1,MAT2A
ATF1,AMMECR1
ATF1,MTG2
ATF1,CXCR4
ATF1,ORMDL1
ATF1,SRSF2
ATF1,PGM2
ATF1,EFNA4
ATF1,METTL16
ATF1,RP2
ATF1,ARMC7
ATF1,SRSF5
ATF1,CTPS1
ATF1,B3GLCT
ATF1,C2orf42
ATF1,YIF1A
ATF1,RBPJ
ATF1,TDRD3
ATF1,MDM4
ATF1,ATP6V1E1
ATF1,CCT2
ATF1,BCL2L1
ATF1,RRAS
ATF1,DENR
ATF1,XRCC4
ATF1,NFIC
ATF1,BRF1
ATF1,KIF18B
ATF1,GTPBP4
ATF1,SSBP1
ATF1,C1orf123
ATF1,STXBP6
ATF1,MCFD2
ATF1,MSC
ATF1,TM2D3
ATF1,NR2C2
ATF1,DCAKD
ATF1,PAXIP1
ATF1,RPL38
ATF1,ILF2
ATF1,ITPK1
ATF1,CNOT9
ATF1,LPCAT1
ATF1,ZNF180
ATF1,TAF1D
ATF1,DDX5
ATF1,CCDC189
ATF1,NRP2
ATF1,BPTF
ATF1,CHD6
ATF1,MME
ATF1,SMIM15
ATF1,PRKAR1B
ATF1,MTHFD1L
ATF1,CHEK1
ATF1,THOC2
ATF1,TIMM22
ATF1,SET
ATF1,ZBTB5
ATF1,PPP1CB
ATF1,PRDM1
ATF1,CRYBB2
ATF1,KCTD6
ATF1,C12orf49
ATF1,HGH1
ATF1,CLN6
ATF1,ANXA7
ATF1,PITHD1
ATF1,UBXN1
ATF1,NPM1
ATF1,TSPAN4
ATF1,SOAT1
ATF1,AAAS
ATF1,GNPDA1
ATF1,KLHL7
ATF1,CPOX
ATF1,GTF2B
ATF1,ZNF780A
ATF1,CIR1
ATF1,TRMT10C
ATF1,PFKFB3
ATF1,CCDC174
ATF1,NAA20
ATF1,GYG1
ATF1,ZBTB14
ATF1,MLST8
ATF1,SETD4
ATF1,NMD3
ATF1,MRPS6
ATF1,CDC40
ATF1,ATP6V1E2
ATF1,DGAT2
ATF1,FBXO5
ATF1,ARNT
ATF1,RNF4
ATF1,GMCL1
ATF1,COA1
ATF1,SNAPC2
ATF1,EIF4EBP1
ATF1,MFSD10
ATF1,IPO4
ATF1,TMEM183A
ATF1,MVB12A
ATF1,ESCO1
ATF1,TMEM87A
ATF1,ZHX1
ATF1,NFU1
ATF1,VASP
ATF1,CCT6A
ATF1,IFT80
ATF1,NRBP1
ATF1,CXXC1
ATF1,SCAMP3
ATF1,UFM1
ATF1,SZT2
ATF1,NCOA1
ATF1,BUB1B
ATF1,FRG1
ATF1,POGLUT1
ATF1,TCP1
ATF1,PABPC4
ATF1,IQCE
ATF1,TCOF1
ATF1,MITD1
ATF1,TAF4
ATF1,AP4E1
ATF1,MMAA
ATF1,GABPB1
ATF1,TCERG1
ATF1,DPH2
ATF1,MT2A
ATF1,TCEA2
ATF1,C17orf49
ATF1,PCMT1
ATF1,METTL13
ATF1,EFCAB2
ATF1,TCP11L1
ATF1,PPRC1
ATF1,NUFIP1
ATF1,SMS
ATF1,NUS1
ATF1,SFXN1
ATF1,PSPH
ATF1,RELL2
ATF1,INO80D
ATF1,CANT1
ATF1,TAF1
ATF1,MYL12A
ATF1,MYC
ATF1,ANP32A
ATF1,TOMM22
ATF1,NFKBIZ
ATF1,PELI3
ATF1,CMTM7
ATF1,STAU1
ATF1,ADPRHL2
ATF1,HMOX2
ATF1,GMFB
ATF1,EIF2B5
ATF1,RPLP1
ATF1,DEPDC5
ATF1,SAT1
ATF1,HLA-E
ATF1,BLOC1S2
ATF1,KIAA1191
ATF1,ORC2
ATF1,MPHOSPH8
ATF1,TCTE3
ATF1,ARID5A
ATF1,HIST1H2BG
ATF1,RBM8A
ATF1,DENND6A
ATF1,TMEM62
ATF1,EIF4H
ATF1,RAE1
ATF1,ANXA5
ATF1,PNO1
ATF1,PAWR
ATF1,MXD3
ATF1,CIAPIN1
ATF1,HNRNPR
ATF1,STK26
ATF1,CBL
ATF1,PSMC5
ATF1,LACTB
ATF1,POLRMT
ATF1,SLC35F6
ATF1,QKI
ATF1,ZDHHC7
ATF1,TNKS2-AS1
ATF1,FAM122B
ATF1,FAM13B
ATF1,TNNC2
ATF1,HK1
ATF1,RPF2
ATF1,ALG10
ATF1,NLRC5
ATF1,RPS10
ATF1,BLOC1S3
ATF1,USP16
ATF1,SSBP3
ATF1,HIST1H2AJ
ATF1,MED4
ATF1,POLR3H
ATF1,KIAA0319L
ATF1,TNF
ATF1,RPL18A
ATF1,ASAH1
ATF1,ABCC10
ATF1,TTC27
ATF1,ARSK
ATF1,TRMT112
ATF1,CBX1
ATF1,AUNIP
ATF1,POLR2C
ATF1,EIF2S1
ATF1,IDI1
ATF1,NOM1
ATF1,TUSC2
ATF1,ENO1-AS1
ATF1,RAB10
ATF1,PLGRKT
ATF1,PRPF40A
ATF1,EIF6
ATF1,PDCD11
ATF1,RPP38
ATF1,SCO1
ATF1,HIP1R
ATF1,CHD1
ATF1,SMC1B
ATF1,ITPR3
ATF1,UBAC2-AS1
ATF1,BCDIN3D
ATF1,SETD2
ATF1,SH3BP5
ATF1,POLH
ATF1,SF3B2
ATF1,PRR11
ATF1,PSMA6
ATF1,NLE1
ATF1,HPF1
ATF1,ZNF584
ATF1,MAP2K2
ATF1,ZNF263
ATF1,PPP2CB
ATF1,ASH2L
ATF1,SFXN2
ATF1,AAR2
ATF1,COMMD2
ATF1,HSF2
ATF1,CLCF1
ATF1,DHX37
ATF1,TMED8
ATF1,PPP1R14B
ATF1,CRLF3
ATF1,HSPA2
ATF1,MED7
ATF1,FIP1L1
ATF1,WDR83
ATF1,CHURC1
ATF1,KLHL42
ATF1,SNX27
ATF1,MCAT
ATF1,EHBP1
ATF1,PNPT1
ATF1,SMC5
ATF1,IPO7
ATF1,MTHFD1
ATF1,GSPT2
ATF1,RPS17
ATF1,LIPE
ATF1,TFE3
ATF1,SNW1
ATF1,SNHG7
ATF1,RPL36AL
ATF1,CD82
ATF1,KMT5A
ATF1,EIF3I
ATF1,MRPS7
ATF1,C1orf159
ATF1,IWS1
ATF1,CAPNS1
ATF1,ADSS
ATF1,TIMM21
ATF1,YPEL1
ATF1,TSN
ATF1,WDR45B
ATF1,GORASP1
ATF1,PIGM
ATF1,UBE2K
ATF1,PSMA1
ATF1,UBE2G2
ATF1,HSPE1
ATF1,ZNF551
ATF1,LINC00526
ATF1,AFG3L2
ATF1,KLHL24
ATF1,PKP4
ATF1,GCN1
ATF1,FGFR1OP2
ATF1,HNRNPDL
ATF1,PXK
ATF1,ELOF1
ATF1,ANKRD13C
ATF1,TMEM150A
ATF1,THAP12
ATF1,SLC36A4
ATF1,CNOT6L
ATF1,CDC16
ATF1,DMXL1
ATF1,TRIM68
ATF1,WDR12
ATF1,COPZ2
ATF1,SIRT2
ATF1,TMEM19
ATF1,ADSL
ATF1,KBTBD2
ATF1,RNF26
ATF1,MRPS26
ATF1,TMEM94
ATF1,NUDCD1
ATF1,COPRS
ATF1,PFDN5
ATF1,RSF1
ATF1,OGFOD3
ATF1,KMT2B
ATF1,CD44
ATF1,SNX9
ATF1,GLRX3
ATF1,NCL
ATF1,PLEKHA8
ATF1,TDP1
ATF1,TBC1D9B
ATF1,GPR160
ATF1,PTGES3
ATF1,ACTA2
ATF1,IL10
ATF1,SIT1
ATF1,LAGE3
ATF1,SPINT1
ATF1,MED21
ATF1,PITRM1
ATF1,TMEM126A
ATF1,IQSEC1
ATF1,LPCAT3
ATF1,WDR3
ATF1,PCYT2
ATF1,BAZ1A
ATF1,BCAT1
ATF1,GSAP
ATF1,TBC1D14
ATF1,PDLIM7
ATF1,DBNL
ATF1,TYW3
ATF1,SLC35A1
ATF1,TNFSF13B
ATF1,UBE2V1
ATF1,USP51
ATF1,ZDHHC17
ATF1,BAG3
ATF1,C17orf53
ATF1,PARP16
ATF1,IL13RA1
ATF1,BZW2
ATF1,SKP2
ATF1,PTGS1
ATF1,ARHGEF2
ATF2,SLC46A3
ATF2,C14orf28
ATF2,PFN2
ATF2,FOXN2
ATF2,LINC00886
ATF2,ATF2
ATF3,PICK1
ATF3,FDXR
ATF3,GNPTG
ATF3,PHLPP1
ATF3,CBX6
ATF3,EIF1B
ATF3,FARSA
ATF3,DDX10
ATF3,SLC38A1
ATF3,NFKB2
ATF3,MAD1L1
ATF3,GADD45A
ATF3,ECE1
ATF3,CCSER2
ATF3,HAUS6
ATF3,DNPEP
ATF3,SLC4A7
ATF3,TRAF1
ATF3,MIR155HG
ATF3,TMEM199
ATF3,AKNA
ATF3,DDIT4
ATF3,PIM3
ATF3,PLK3
ATF3,PPP3R1
ATF3,EGLN1
ATF3,CAMTA2
ATF3,PRKAR2A
ATF3,ASCC2
ATF3,STAT5A
ATF3,THAP9-AS1
ATF3,EIF2S2
ATF3,UPP1
ATF3,GTF2H3
ATF3,WTAP
ATF3,MDM2
ATF3,PPP1CB
ATF3,ESF1
ATF3,RBM7
ATF3,PLGRKT
ATF3,MIR22HG
ATF3,CNOT1
ATF3,MRPS30
ATF3,ZMYM4
ATF3,CCDC117
ATF3,FAM120AOS
ATF3,PNO1
ATF3,FAM104B
ATF3,ZNF267
ATF3,KAT5
ATF3,BBC3
ATF3,ATF3
ATF3,EIF5A2
ATF3,HDAC9
ATF3,SMNDC1
ATF3,RARA
ATF3,PAWR
ATF3,MIEF1
ATF3,SLC20A1
ATF3,PELI1
ATF3,CDIP1
ATF3,ARL4A
ATF3,PMAIP1
ATF3,RIN3
ATF3,SNN
ATF3,NUDT9
ATF3,PVT1
ATF3,NDUFA10
ATF3,WARS2
ATF3,SLC25A33
ATF3,ZFAND5
ATF3,SPTLC1
ATF3,MAP4
ATF3,IFRD1
ATF3,ATL2
ATF3,LYRM1
ATF3,SNRNP40
ATF3,FBXO42
ATF3,PRC1
ATF3,PCK2
ATF3,HTT
ATF3,TFEC
ATF3,DUSP10
ATF3,MYC
ATF3,TRIAP1
ATF3,PRMT1
ATF3,PPP1R8
ATF3,VPS41
ATF3,CD44
ATF3,METTL1
ATF3,PPP6R3
ATF3,UPF2
ATF3,PAM
ATF3,ZBTB32
ATF3,PIP5K1B
ATF3,KLF10
ATF3,TCP11L1
ATF3,E2F7
ATF3,TBC1D23
ATF3,CFAP97
ATF3,LRRC58
ATF3,ZBTB10
ATF3,WDR1
ATF3,CDC27
ATF3,BZW2
ATF3,ITPR2
ATF3,CTNNB1
ATF3,GAK
ATF3,PYCR1
ATF3,NAMPT
ATF3,BCL2
ATF3,TFIP11
ATF3,DYNLT3
ATF3,AMD1
ATF3,RPP30
ATF3,GARS
ATF3,GADD45G
ATF3,TUBE1
ATF3,UBE2F
ATF3,MTRNR2L1
ATF3,FKRP
ATF3,B3GNT7
ATF3,PDLIM5
ATF3,GTF2B
ATF3,TMEM267
ATF3,MTHFD2
ATF3,POLR3C
ATF3,THUMPD2
ATF3,GNB2
ATF3,EIF1
ATF3,SARNP
ATF3,RAB10
ATF3,RCBTB2
ATF3,C22orf46
ATF3,STAU1
ATF3,ASB16-AS1
ATF3,GPATCH3
ATF3,EIF5
ATF3,CAV1
ATF3,SDCBP
ATF3,GGNBP2
ATF3,LINC01003
ATF3,CHIC2
ATF3,TNFAIP8
ATF3,AIMP1
ATF3,NFKBIZ
ATF3,LIAS
ATF3,TAF9
ATF3,ANKRA2
ATF3,POLR1E
ATF3,MRPL49
ATF3,MIA3
ATF3,REEP3
ATF3,TSPYL2
ATF3,MARCKS
ATF3,CCL3
ATF3,TIMM44
ATF3,DCAF13
ATF3,CTR9
ATF3,KPNA1
ATF3,LAPTM5
ATF3,ZNF830
ATF3,IER5
ATF3,CCP110
ATF3,NOL9
ATF3,CCDC174
ATF3,WDR48
ATF3,TRIP10
ATF3,SNHG8
ATF3,MTHFD1L
ATF3,TMEM126A
ATF3,RAD9A
ATF3,RRAGC
ATF3,ATP6V0B
ATF3,MAFG
ATF3,C19orf24
ATF3,NT5C3A
ATF3,ZC3H4
ATF3,MED28
ATF3,USP12
ATF3,STAMBPL1
ATF3,SLC16A1
ATF3,RNF146
ATF3,BANP
ATF3,ZRANB2
ATF3,ODC1
ATF3,KDM6B
ATF3,TRIP6
ATF3,C1orf174
ATF3,FBXO34
ATF3,SPAG9
ATF3,RBM18
ATF3,SNHG15
ATF3,PPP1R15A
ATF3,AKIRIN1
ATF3,KIAA0232
ATF3,DDX49
ATF3,COQ7
ATF3,CHMP2A
ATF3,NUP214
ATF3,SENP2
ATF3,RUNX3
ATF3,RNMT
ATF3,MAGOHB
ATF3,DDX19A
ATF3,KDM2B
ATF3,SMAD3
ATF3,EIF4A1
ATF3,LIG3
ATF3,NINJ2
ATF3,RCN1
ATF3,ITFG2
