TF,Targets
ADNP2,OPTN
ADNP2,DCAF6
ADNP2,NCOA7
ADNP2,GALNT14
ADNP2,CAMKK2
ADNP2,AHI1
ADNP2,ZDHHC3
ARID3A,CLDN14
ARID3A,PCDH9
ARID3A,OXR1
ARID3A,HMOX1
ARID3A,SGF29
ARID3A,S1PR4
ARID3A,LMNA
ARID3A,AHNAK
ARID3A,TFE3
ARID3A,LINC01485
ARID3A,ATP6V1C2
ARID3A,OTUD7B
ARID3A,ARID3A
ARID3A,ATP2A2
ARID3A,SLC7A11
ARID3A,PRDM1
ARID3A,ETV6
ARID3A,TRIM36
ARID3A,FBXO32
ARID3A,DUSP3
ARID3A,CCR10
ARID3A,SBF2-AS1
ARID3A,RORA
ARID3A,RTKN
ARID3A,HIPK2
ARID3A,MIAT
ARID3A,TCF4
ARID3A,KIAA1551
ARID3A,GSN
ARID3A,SLC25A25
ARNT,GZF1
ARNT,SNX16
ARNT,RIN3
ARNT,ACSF2
ARNT,PGM3
ARNT,GABARAPL1
ARNT,MON1B
ARNT,SLC11A2
ARNT,KHK
ARNT,PRKAR2B
ARNT,UGT8
ARNT,CYP51A1
ARNT,RASGRP2
ARNT,SOX4
ARNT,ALDOC
ARNT,TPM2
ARNT,GPLD1
ATF1,SFXN5
ATF1,MFN2
ATF1,MT2A
ATF1,RBM25
ATF1,CHCHD3
ATF1,TRIM27
ATF1,ATG13
ATF1,PNN
ATF1,TMEM64
ATF1,TSN
ATF1,WNT10A
ATF1,TMEM147-AS1
ATF1,SRSF6
ATF1,NCDN
ATF1,ZNRD1
ATF1,NCBP2
ATF1,C2orf49
ATF1,MACROD2
ATF1,POC1B
ATF1,NAA40
ATF1,SLC16A1
ATF1,KCNAB2
ATF1,AMD1
ATF1,PATL1
ATF1,MAD2L2
ATF1,SPDL1
ATF1,FDXR
ATF1,RAB9A
ATF1,SLC46A3
ATF1,EPB41L2
ATF1,CEP112
ATF1,SLC4A8
ATF1,PRMT1
ATF1,SMU1
ATF1,OAT
ATF1,IL13RA1
ATF1,SLU7
ATF1,DDX21
ATF1,KDM3A
ATF1,MRFAP1L1
ATF1,TAB2
ATF1,FZD3
ATF1,TSPAN3
ATF1,RDH13
ATF1,SIDT2
ATF1,PLCE1
ATF1,KIF21A
ATF1,MKRN2
ATF1,IFT80
ATF1,TBCCD1
ATF1,NBPF1
ATF1,RNF145
ATF1,FAM13B
ATF1,SIKE1
ATF1,CCT6A
ATF1,SRD5A3
ATF1,EIF5AL1
ATF1,MME
ATF1,STOML2
ATF1,DMXL1
ATF1,MAN2A2
ATF1,ATL3
ATF1,TTC9C
ATF1,AAMP
ATF1,SAFB
ATF1,NDUFA10
ATF1,MRRF
ATF1,KLC1
ATF1,ERF
ATF1,RPRD1A
ATF1,TRNT1
ATF1,XRCC6
ATF1,TBC1D15
ATF1,PMAIP1
ATF1,ATF7IP
ATF1,UBE2N
ATF1,ZFPL1
ATF1,PPA1
ATF1,GCC1
ATF1,C20orf27
ATF1,FAM234A
ATF1,SLC7A7
ATF1,NCOA1
ATF1,RCOR1
ATF1,TRAF1
ATF1,DNAJC14
ATF1,PPP1R11
ATF1,BZW2
ATF1,RNF139
ATF1,CNOT9
ATF1,PPP1R37
ATF1,TTC17
ATF1,DIAPH1
ATF1,CPNE2
ATF1,CBFA2T2
ATF1,NUMBL
ATF1,KDSR
ATF1,GK5
ATF1,GPAM
ATF1,THRA
ATF1,IKBKB
ATF1,EIF4A1
ATF1,LINC01224
ATF1,GCAT
ATF1,IFT20
ATF1,GPATCH4
ATF1,TRIP6
ATF1,CYCS
ATF1,GTF2H1
ATF1,HNRNPU
ATF1,GEM
ATF1,CNTROB
ATF1,XPO7
ATF1,CMSS1
ATF1,CDC5L
ATF1,DTL
ATF1,ELAVL1
ATF1,UBC
ATF1,NOLC1
ATF1,HAUS5
ATF1,EBF1
ATF1,BCL11A
ATF1,HSP90AB1
ATF1,LMCD1
ATF1,PLEKHA1
ATF1,ACY3
ATF1,CTU2
ATF1,CCDC124
ATF1,RPL9
ATF1,RING1
ATF1,CDCA5
ATF1,HOMEZ
ATF1,SKIV2L
ATF1,GTPBP10
ATF1,MBIP
ATF1,COPS8
ATF1,NAT10
ATF1,PTPRE
ATF1,MYO1B
ATF1,PPIG
ATF1,RBM15
ATF1,PHF20
ATF1,ATP1B3
ATF1,LUZP1
ATF1,ING4
ATF1,AP5S1
ATF1,ANAPC2
ATF1,TSC1
ATF1,NCOA2
ATF1,CDK4
ATF1,UBE2Q1
ATF1,RIC1
ATF1,MTDH
ATF1,EXOSC7
ATF1,RPS27
ATF1,SUGT1
ATF1,DNAJB6
ATF1,ZFP36
ATF1,VPS13A
ATF1,NR1H2
ATF1,TOMM40
ATF1,IPO4
ATF1,NETO2
ATF1,CASD1
ATF1,ZC3H10
ATF1,RAI1
ATF1,TNFAIP1
ATF1,HSPA14
ATF1,SNX16
ATF1,PAM
ATF1,FAM222B
ATF1,VPS52
ATF1,BCLAF1
ATF1,BLCAP
ATF1,SCML1
ATF1,B3GALNT1
ATF1,GCC2
ATF1,TMEM19
ATF1,ANAPC10
ATF1,JOSD2
ATF1,GLOD4
ATF1,BIRC2
ATF1,XPNPEP3
ATF1,FOXP1
ATF1,SNHG15
ATF1,PPP2R2A
ATF1,APTX
ATF1,GOLGA3
ATF1,CCDC86
ATF1,NARS2
ATF1,JUND
ATF1,RNPS1
ATF1,ADARB1
ATF1,REL
ATF1,FANCD2
ATF1,TLE3
ATF1,EIF4A2
ATF1,EIF4EBP1
ATF1,RPS6KB2
ATF1,ACAA2
ATF1,SCFD2
ATF1,SERPINE2
ATF1,YIF1B
ATF1,ABT1
ATF1,RPL26L1
ATF1,POLDIP3
ATF1,TMEM33
ATF1,CIAPIN1
ATF1,HIP1R
ATF1,LINC00494
ATF1,NLRC5
ATF1,MXI1
ATF1,ZNF711
ATF1,HIST1H4E
ATF1,SLC25A25
ATF1,USP32
ATF1,SPIN1
ATF1,GAN
ATF1,TBP
ATF1,AMPD2
ATF1,FOXJ3
ATF1,IMPDH2
ATF1,TRMO
ATF1,TBC1D7
ATF1,MAGOH
ATF1,SMIM14
ATF1,SCAF11
ATF1,DPM1
ATF1,ESCO1
ATF1,MRPL49
ATF1,SRSF5
ATF1,TMEM183A
ATF1,PPP3R1
ATF1,GART
ATF1,ZSWIM7
ATF1,TMUB1
ATF1,CCDC59
ATF1,PJA1
ATF1,MAP3K7CL
ATF1,LRCH1
ATF1,MVB12A
ATF1,PSME4
ATF1,PDGFD
ATF1,KRR1
ATF1,MTX2
ATF1,NUFIP1
ATF1,WDR74
ATF1,SERPINF1
ATF1,DSE
ATF1,RALGDS
ATF1,SCYL3
ATF1,WNT6
ATF1,CAMLG
ATF1,ATG5
ATF1,POT1
ATF1,TMEM251
ATF1,PCGF1
ATF1,HMGCS1
ATF1,EGR1
ATF1,LUC7L2
ATF1,NAPA-AS1
ATF1,LINC01013
ATF1,ITFG2
ATF1,RAN
ATF1,DENND2D
ATF1,VRK1
ATF1,TXNL1
