TF,Targets
ATF1,TMEM183A
ATF1,PAM
ATF1,ARHGDIA
ATF1,CDC40
ATF1,PPP1R37
ATF1,NDUFS3
ATF1,IL6
ATF1,PDE8A
ATF1,NELFA
ATF1,NUDC
ATF1,CMTM7
ATF1,DMC1
ATF1,RPL38
ATF1,RAN
ATF1,SEPT7
ATF1,EIF3J
ATF1,RTN3
ATF1,SMU1
ATF1,GAR1
ATF1,CUX1
ATF1,DCAKD
ATF1,R3HCC1L
ATF1,PRDM8
ATF1,NFKB1
ATF1,ENO1
ATF1,GAPVD1
ATF1,GYG1
ATF1,SSBP1
ATF1,PPP1R9B
ATF1,MXD3
ATF1,ABCE1
ATF1,LMCD1
ATF1,ZC3H18
ATF1,SLC4A8
ATF1,CENPN
ATF1,CC2D1B
ATF1,YPEL5
ATF1,POLDIP3
ATF1,GPATCH3
ATF1,IL23A
ATF1,TFDP1
ATF1,LINC00487
ATF1,PNPO
ATF1,ARL2
ATF1,PDGFD
ATF1,FBXO22
ATF1,ZMYND8
ATF1,CCL4L2
ATF1,SCYL3
ATF1,PAXIP1
ATF1,XXYLT1
ATF1,ZBTB7B
ATF1,NR2C2
ATF1,SNRNP27
ATF1,SRFBP1
ATF1,RPS6KA5
ATF1,VPS37A
ATF1,CCNH
ATF1,PPIL1
ATF1,IDH3G
ATF1,TMCO4
ATF1,ZNF295-AS1
ATF1,MED14OS
ATF1,PDGFA
ATF1,BPTF
ATF1,EIF2S1
ATF1,PTCH1
ATF1,AUNIP
ATF1,KCTD6
ATF1,ANKH
ATF1,INO80D
ATF1,CHD1
ATF1,GTF2H3
ATF1,WRAP73
ATF1,GPS2
ATF1,ANXA7
ATF1,TMEM126B
ATF1,ATG5
ATF1,SRGAP2C
ATF1,CSDE1
ATF1,C18orf25
ATF1,KIAA1191
ATF1,YIF1A
ATF1,DNAJB6
ATF1,SLC4A7
ATF1,SAFB
ATF1,AP5S1
ATF1,SLC16A1
ATF1,VRK2
ATF1,NUP54
ATF1,GABPA
ATF1,PPP4R3A
ATF1,KBTBD4
ATF1,AKIRIN2
ATF1,SCRN1
ATF1,ARL6IP6
ATF1,KIF21A
ATF1,MTDH
ATF1,SUGT1
ATF1,CD151
ATF1,TMEM33
ATF1,PICK1
ATF1,STK26
ATF1,PDSS1
ATF1,PARM1
ATF1,NRP2
ATF1,PRMT1
ATF1,SMARCE1
ATF1,TCOF1
ATF1,CWF19L2
ATF1,MLST8
ATF1,ALDH9A1
ATF1,TIAL1
ATF1,SH3BP5
ATF1,PCDH9
ATF1,CHFR
ATF1,RPS29
ATF1,EBF1
ATF1,NAA50
ATF1,USB1
ATF1,SNAPC5
ATF1,LINC01224
ATF1,SPIN1
ATF1,RMND1
ATF1,AIM2
ATF1,SIRT6
ATF1,PAWR
ATF1,IKBKE
ATF1,XIST
ATF1,NUFIP1
ATF1,GFI1
ATF1,MTHFD1L
ATF1,CCT6A
ATF1,RELL2
ATF1,TMEM87A
ATF1,SLC38A6
ATF1,SLMAP
ATF1,LCLAT1
ATF1,HSPE1
ATF1,PPIL2
ATF1,INTS1
ATF1,UBE2J2
ATF1,ITPK1
ATF1,UBR5
ATF1,KLHL24
ATF1,TBP
ATF1,DEPDC5
ATF1,XRCC4
ATF1,PDCD11
ATF1,SLU7
ATF1,ELP5
ATF1,MRPS26
ATF1,CSNK1A1
ATF1,NT5DC2
ATF1,SNF8
ATF1,DDX21
ATF1,STOML2
ATF1,CDC16
ATF1,TBC1D15
ATF1,MORC2
ATF1,CHD6
ATF1,ARID2
ATF1,SKP2
ATF1,TESK1
ATF1,PRPS2
ATF1,SMIM15
ATF1,MTA2
ATF1,HNRNPC
ATF1,ANKS3
ATF1,CHD1L
ATF1,NUS1
ATF1,MTOR
ATF1,ARID5A
ATF1,GCN1
ATF1,NDUFA4L2
ATF1,KIF9
ATF1,BRAF
ATF1,UTP14A
ATF1,EIF3I
ATF1,CCAR2
ATF1,SAPCD2
ATF1,WDR3
ATF1,NCK2
ATF1,OAT
ATF1,PLGRKT
ATF1,PSMD6
ATF1,ABCC10
ATF1,CCDC174
ATF1,IWS1
ATF1,IPO7
ATF1,ATP2C1
ATF1,RAE1
ATF1,TARS
ATF1,STYXL1
ATF1,NCOA1
ATF1,TRIM4
ATF1,RBM7
ATF1,DNAJC16
ATF1,PCGF1
ATF1,NDUFAF4
ATF1,STRAP
ATF1,IRS1
ATF1,VAC14
ATF1,RASGRP1
ATF1,CROT
ATF1,NARS
ATF1,PHOSPHO2
ATF1,NGDN
ATF1,ARL3
ATF1,C16orf74
ATF1,RSPH1
ATF1,VDAC1
ATF1,AMMECR1
ATF1,CTPS1
ATF1,FANCC
ATF1,WDFY2
ATF1,NOL11
ATF1,CCT7
ATF1,NUP107
ATF1,RAB10
ATF1,KIAA0319L
ATF1,RABIF
ATF1,NPW
ATF1,NIP7
ATF1,PRPF18
ATF1,ACIN1
ATF1,ASPSCR1
ATF1,RAB7A
ATF1,E2F8
ATF1,NOC2L
ATF1,POU3F1
ATF1,PRPSAP1
ATF1,ARHGEF2
ATF1,IGSF10
ATF1,BLCAP
ATF1,IQCG
ATF1,MRPS7
ATF1,PPP4C
ATF1,HAT1
ATF1,RBPJ
ATF1,C3orf38
ATF1,AMPD2
ATF1,CNOT9
ATF1,ZNF644
ATF1,DCUN1D4
ATF1,TNKS2-AS1
ATF1,BAG3
ATF1,TMEM237
ATF1,TMED8
ATF1,MLX
ATF1,MYO9B
ATF1,GRK5
ATF1,USP16
ATF1,UBL7
ATF1,DDX20
ATF1,TM2D3
ATF1,HIST1H3B
ATF1,RER1
ATF1,UTP3
ATF1,SMIM4
ATF1,RBM39
ATF1,NAXE
ATF1,RCAN3
ATF1,MRPS30
ATF1,MED21
ATF1,SCML1
ATF1,ANXA5
ATF1,GINS4
ATF1,COL4A3BP
ATF1,CEP112
ATF1,HNRNPR
ATF1,LRRC75A
ATF1,RBM22
ATF1,TSR2
ATF1,ZNF628
ATF1,ADPRHL2
ATF1,GABPB1
ATF1,PATL1
ATF1,BRCC3
ATF1,CLP1
ATF1,MRM1
ATF1,FIP1L1
ATF1,LACTB2
ATF1,NAA20
ATF1,DNMBP
ATF1,SLC7A7
ATF1,RPS27A
ATF1,ELOF1
ATF1,TCTN3
ATF1,SFXN1
ATF1,CBX1
ATF1,HPF1
ATF1,NPLOC4
ATF1,PAGR1
ATF1,TRMT1
ATF1,ST6GALNAC3
ATF1,PNO1
ATF1,WDR43
ATF1,PNP
ATF1,RAB9A
ATF1,EIF2B1
ATF1,DBNL
ATF1,PSMD7
ATF1,PRMT3
ATF1,EIF2B3
ATF1,ERI2
ATF1,C1orf159
ATF1,SGCB
ATF1,TNFRSF4
ATF1,MAP2K7
ATF1,MRPS6
ATF1,DGKD
ATF1,ZRANB3
ATF1,MSC
ATF1,PITHD1
ATF1,UBXN1
ATF1,MVB12A
ATF1,COPS8
ATF1,MAT2A
ATF1,CHURC1
ATF1,C12orf49
ATF1,METTL22
ATF1,LINC01089
ATF1,DCK
ATF1,WDR77
ATF1,TXNDC9
ATF1,TCF7
ATF1,LACTB
ATF1,RPP38
ATF1,FBXW4
ATF1,DDIT3
ATF1,LINC01588
ATF1,RFX7
ATF1,NUMBL
ATF1,C5orf63
ATF1,REEP3
ATF1,EVI2B
ATF1,HGS
ATF1,SAT1
ATF1,METTL13
ATF1,TRMT5
ATF1,GLRX3
ATF1,USP51
ATF1,UBAC2-AS1
ATF1,TIMM22
ATF1,RBM25
ATF1,C6orf48
ATF1,TIMM44
ATF1,HMOX2
ATF1,TFE3
ATF1,NFU1
ATF1,TSC1
ATF1,SLC35F6
ATF1,SMIM10
ATF1,B3GALNT1
ATF1,MTF2
ATF1,MYL12A
ATF1,SERPINE2
ATF1,TUSC2
ATF1,DENND6A
ATF1,SOGA1
ATF1,CAPZB
ATF1,WDR12
ATF1,IPO4
ATF1,FGFR1OP2
ATF1,LMNA
ATF1,RNF212
ATF1,NCL
ATF1,EIF3E
ATF1,UBE2S
ATF1,VAMP5
ATF1,PRR11
ATF1,HIST1H2AE
ATF1,MRPL3
ATF1,NXF1
ATF1,CENPQ
ATF1,MITD1
ATF1,PAICS
ATF1,TNF
ATF1,WDR45B
ATF1,LIPE
ATF1,PIGO
ATF1,MYC
ATF1,KIN
ATF1,MAP2K4
ATF1,ELP4
ATF1,EXOC2
ATF1,PELO
ATF1,ANKRD39
ATF1,ERICH1
ATF1,B3GLCT
ATF1,AGFG1
ATF1,SAP30L
ATF1,PSMA6
ATF1,ISG20L2
ATF1,UHRF2
ATF1,NDUFAF7
ATF1,EFNA4
ATF1,GCC2
ATF1,CCDC189
ATF1,SEC24B
ATF1,AAMP
ATF1,UIMC1
ATF1,HCK
ATF1,NDUFB7
ATF1,CWC15
ATF1,CXCR4
ATF1,PRKAR1B
ATF1,CCDC85B
ATF1,TMEM14B
ATF1,POLH
ATF1,SPNS1
ATF1,PSMC5
ATF1,POLR2A
ATF1,PSMG4
ATF1,C1orf123
ATF1,LIN54
ATF1,CLCF1
ATF1,FBL
ATF1,SPINT1
ATF1,ARSK
ATF1,TOMM22
ATF1,RBM12B
ATF1,SLC16A1-AS1
ATF1,CLPX
ATF1,GIT1
ATF1,WDR83
ATF1,PARP3
ATF1,AK6
ATF1,TCEANC2
ATF1,DHX37
ATF1,PLEKHA8
ATF1,BAG6
ATF1,TAOK2
ATF1,SF3A3
ATF1,UBE2V2
ATF1,INTS10
ATF1,RPL18A
ATF1,SIT1
ATF1,AFG3L2
ATF1,MAPK1
ATF1,KDELR1
ATF1,EMP3
ATF1,HGH1
ATF1,ATP2A3
ATF1,RFXAP
ATF1,HVCN1
ATF1,BNIP2
ATF1,CDC123
ATF1,GNPDA1
ATF1,MDM4
ATF1,FRG1
ATF1,PABPC4
ATF1,EIF6
ATF1,FAM122B
ATF1,GPR160
ATF1,YBX1
ATF1,HELQ
ATF1,AMPD3
ATF1,GLIPR2
ATF1,TCP11L1
ATF1,PPP1R14B
ATF1,ADM2
ATF1,SLC39A14
ATF1,PPCDC
ATF1,PPIE
ATF1,C5orf30
ATF1,MED4
ATF1,GNE
ATF1,TCF25
ATF1,HIST1H3A
ATF1,RPL23A
ATF1,BCDIN3D
ATF1,BUB1B
ATF1,METTL16
ATF1,FAM126B
ATF1,RPIA
ATF1,MIR155HG
ATF1,MMP17
ATF1,PTGES3
ATF1,USP30
ATF1,CD44
ATF1,ZNF207
ATF1,RIOK2
ATF1,HHEX
ATF1,MRPS10
ATF1,EXOSC3
ATF1,CIAPIN1
ATF1,MFSD10
ATF1,GPR180
ATF1,TRMT112
ATF1,FAM213A
ATF1,KIF5B
ATF1,MED7
ATF1,PATZ1
ATF1,CCDC12
ATF1,NFKBIZ
ATF1,TMED1
ATF1,FAM104B
ATF1,SETD4
ATF1,ADSL
ATF1,APLP2
ATF1,TPM1
ATF1,PCBP1
ATF1,GMCL1
ATF1,B4GAT1
ATF1,ECE1
ATF1,PDLIM7
ATF1,CUL5
ATF1,MPC1
ATF1,SLC39A6
ATF1,RMI2
ATF1,OLA1
ATF1,POLR2C
ATF1,ARL8B
ATF1,NTAN1
ATF1,USP12
ATF1,CXXC1
ATF1,TPR
ATF1,CTDSP1
ATF1,LPCAT3
ATF1,SAYSD1
ATF1,PTGS1
ATF1,MCRIP2
ATF1,FASTKD2
ATF1,RPS10
ATF1,UBE2K
ATF1,TMEM62
ATF1,WDR46
ATF1,TIMM23
ATF1,GPATCH4
ATF1,HDDC2
ATF1,PCID2
ATF1,TMEM185A
ATF1,SNHG7
ATF1,SCNM1
ATF1,UTP4
ATF1,KLHL22
ATF1,ZADH2
ATF1,ABHD6
ATF1,THOC2
ATF1,GADD45GIP1
ATF1,CRLF3
ATF1,NPM1
ATF1,S100A2
ATF1,SIRT2
ATF1,SNAPC2
ATF1,TRAFD1
ATF1,ZDHHC14
ATF1,PITRM1
ATF1,TMEM102
ATF1,GBE1
ATF1,CAPZA2
ATF1,POLR3H
ATF1,CENPC
ATF1,BIRC6
ATF1,RIF1
ATF1,HMGXB4
ATF1,NUDCD1
ATF1,RCN1
ATF1,GADD45A
ATF1,AAAS
ATF1,ASH2L
ATF1,RIOK1
ATF1,EIF5B
ATF1,LRRC2
ATF1,REXO4
ATF1,CEP192
ATF1,TMEM126A
ATF1,FAM3C
ATF1,SNX9
ATF1,ORMDL1
ATF1,COMMD2
ATF1,GALNT2
ATF1,C1orf109
ATF1,USP47
ATF1,SLC35A1
ATF1,HEATR1
ATF1,PNPT1
ATF1,OGFOD3
ATF1,RNF26
ATF1,HELB
ATF1,BLOC1S2
ATF1,MME
ATF1,PCYT2
ATF1,AGO2
ATF1,RPL30
ATF1,EIF2B5
ATF1,GPN1
ATF1,ZEB1-AS1
ATF1,TBC1D9B
ATF1,WDR34
ATF1,TRIM27
ATF1,ZNF22
ATF1,ADSS
ATF1,NUP88
ATF1,ZNF551
ATF1,KMT2B
ATF1,STAT4
ATF1,CENPO
ATF2,FOXN2
ATF2,PFN2
ATF2,CHKB
ATF2,ATF2
ATF2,PAN2
ATF2,C14orf28
ATF2,LINC00886
ATF2,C3orf67
ATF2,SLC46A3
ATF3,GNPTG
ATF3,POLR3C
ATF3,PHLPP1
ATF3,SMNDC1
ATF3,RARA
ATF3,PAWR
ATF3,MED28
ATF3,MIEF1
ATF3,USP12
ATF3,SLC16A1
ATF3,SLC20A1
ATF3,RNF146
ATF3,PELI1
ATF3,CDIP1
ATF3,ARL4A
ATF3,KDM6B
ATF3,SNN
ATF3,CLMN
ATF3,EIF1B
ATF3,PMAIP1
ATF3,NUDT9
ATF3,SPAG9
ATF3,DDX49
ATF3,WARS2
ATF3,PRRC2A
ATF3,RNMT
ATF3,SLC25A33
ATF3,SPTLC1
ATF3,MAP4
ATF3,IFRD1
ATF3,NFKB2
ATF3,NKRF
ATF3,SNRNP40
ATF3,RALA
ATF3,PRC1
ATF3,DUSP10
ATF3,EIF4A1
ATF3,TRIAP1
ATF3,PRMT1
ATF3,RAB10
ATF3,NPW
ATF3,C22orf46
ATF3,RANGAP1
ATF3,HERC1
ATF3,LIG3
ATF3,NINJ2
ATF3,PPP6R3
ATF3,UPF2
ATF3,ASB16-AS1
ATF3,CCSER2
ATF3,NELFCD
ATF3,PAM
ATF3,HAUS6
ATF3,ZBTB32
ATF3,SLC4A7
ATF3,PICK1
ATF3,SDCBP
ATF3,PPP3R1
ATF3,EIF5
ATF3,ACTA2
ATF3,TBC1D23
ATF3,CTNNB1
ATF3,LIAS
ATF3,NAMPT
ATF3,PIM3
ATF3,MRPL49
ATF3,CAMTA2
ATF3,ZHX1
ATF3,TANK
ATF3,MIA3
ATF3,ZFR
ATF3,AMD1
ATF3,PEX10
ATF3,FIGNL1
ATF3,SNUPN
ATF3,DDX20
ATF3,PDLIM5
ATF3,GPR183
ATF3,CNOT1
ATF3,INIP
ATF3,DUSP22
ATF3,POLDIP3
ATF3,RBM7
ATF3,GARS
ATF3,PLGRKT
ATF3,WDR48
ATF3,RSL24D1
ATF3,GTF2B
ATF3,TSR1
ATF3,DCAF13
ATF3,SNHG9
ATF3,ZNF830
ATF3,POR
ATF3,DVL2
ATF3,RAD9A
ATF3,RRAGC
ATF3,ATP6V0B
ATF3,BAX
ATF3,MAFG
ATF3,UBE2B
ATF3,BBC3
ATF3,C19orf24
ATF3,ATF3
ATF3,ZC3H4
ATF3,EIF5A2
ATF3,GPSM2
ATF3,HDAC9
ATF3,STAMBPL1
ATF3,ZRANB2
ATF3,ODC1
ATF3,CBX6
ATF3,ATL2
ATF3,SMS
ATF3,TRIP6
ATF3,FARSA
ATF3,RIN3
ATF3,PVT1
ATF3,JUN
ATF3,CCND2
ATF3,NDUFA10
ATF3,RBM18
ATF3,SNHG15
ATF3,PPP1R15A
ATF3,AKIRIN1
ATF3,KIAA0232
ATF3,COQ7
ATF3,PEF1
ATF3,CHMP2A
ATF3,NUP214
ATF3,MAGOHB
ATF3,LYRM1
ATF3,FBXO42
ATF3,GADD45A
ATF3,MYC
ATF3,CD44
ATF3,METTL1
ATF3,PTP4A1
ATF3,ITFG2
ATF3,DNPEP
ATF3,LMNA
ATF3,KCNN4
ATF3,BACH1
ATF3,TRAF1
ATF3,GPATCH3
ATF3,EIF4EBP1
ATF3,CCDC50
ATF3,KLF10
ATF3,MIR155HG
ATF3,ZC3H12D
ATF3,NFIC
ATF3,E2F7
ATF3,WDR1
ATF3,NFKBIZ
ATF3,GAK
ATF3,SLC3A2
ATF3,UBXN11
ATF3,SLC25A26
ATF3,FDXR
ATF3,WDR4
ATF3,PLK3
ATF3,MYO9B
ATF3,AEN
ATF3,TUBE1
ATF3,EMC6
