gene_name	set
MAMDC4	COSTIM_up
RIC8A	COSTIM_up
IMP3	COSTIM_up
ASB8	COSTIM_up
IMPDH2	COSTIM_up
NDUFAF3	COSTIM_up
C2orf69	COSTIM_up
STAP2	COSTIM_up
DDX10	COSTIM_up
ZNF366	COSTIM_up
PLEC	COSTIM_up
GALNT11	COSTIM_up
WDR6	COSTIM_up
GEN1	COSTIM_up
TMPRSS9	COSTIM_up
TMEM11	COSTIM_up
ZFAND2A	COSTIM_up
BEND3	COSTIM_up
NT5DC1	COSTIM_up
RPS3AP5	COSTIM_up
TIMM23B-AGAP6	COSTIM_up
KLHL11	COSTIM_up
EPM2AIP1	COSTIM_up
GTPBP6	COSTIM_up
SUZ12	COSTIM_up
RPP25	COSTIM_up
GRINA	COSTIM_up
COX5A	COSTIM_up
CPNE7	COSTIM_up
MPI	COSTIM_up
EXOSC4	COSTIM_up
PFAS	COSTIM_up
ZBTB7A	COSTIM_up
TUFM	COSTIM_up
EIF3K	COSTIM_up
MRFAP1L1	COSTIM_up
MRFAP1	COSTIM_up
C3orf38	COSTIM_up
RRS1	COSTIM_up
RCC2	COSTIM_up
CYC1	COSTIM_up
FARSA	COSTIM_up
SPTY2D1	COSTIM_up
SAMD4B	COSTIM_up
EDC3	COSTIM_up
RPS2P28	COSTIM_up
CALR	COSTIM_up
RAD23A	COSTIM_up
GADD45GIP1	COSTIM_up
PTPN11	COSTIM_up
FAM156B	COSTIM_up
HLA-DQB1	COSTIM_up
PACS2	COSTIM_up
GEMIN4	COSTIM_up
IL6-AS1	COSTIM_up
FJX1	COSTIM_up
OR9A2	COSTIM_up
SHARPIN	COSTIM_up
GCC1	COSTIM_up
LSMEM2	COSTIM_up
ZFPM1	COSTIM_up
PLD6	COSTIM_up
LACC1	COSTIM_up
MAF1	COSTIM_up
SERTAD2	COSTIM_up
C14orf119	COSTIM_up
FIZ1	COSTIM_up
PUF60	COSTIM_up
DCTPP1	COSTIM_up
ZNF771	COSTIM_up
SOCS4	COSTIM_up
TMEM86B	COSTIM_up
TRNAU1AP	COSTIM_up
EXOC3	COSTIM_up
FAHD1	COSTIM_up
RCC1	COSTIM_up
PRKRA	COSTIM_up
CCDC43	COSTIM_up
HCLS1	COSTIM_up
PAK2	COSTIM_up
MCFD2	COSTIM_up
TSPYL5	COSTIM_up
MB21D2	COSTIM_up
SSTR2	COSTIM_up
PCGF5	COSTIM_up
YOD1	COSTIM_up
LINC02363	COSTIM_up
SMG1P3	COSTIM_up
GPR157	COSTIM_up
SLC36A4	COSTIM_up
PPA1	COSTIM_up
PSMG4	COSTIM_up
SSR4	COSTIM_up
SCRIB	COSTIM_up
KCTD2	COSTIM_up
FAM83H	COSTIM_up
ST20	COSTIM_up
PITPNB	COSTIM_up
MRPL14	COSTIM_up
NQO1	COSTIM_up
AEN	COSTIM_up
TRAPPC5	COSTIM_up
HIGD1A	COSTIM_up
NPM1	COSTIM_up
POLR2A	COSTIM_up
LRRC75A	COSTIM_up
HSP90AA6P	COSTIM_up
OGFOD3	COSTIM_up
WASHC1	COSTIM_up
ZBTB2	COSTIM_up
C6orf223	COSTIM_up
MRPS23	COSTIM_up
C5orf30	COSTIM_up
SIAH2	COSTIM_up
COPG1	COSTIM_up
SLC35C1	COSTIM_up
TIGIT	COSTIM_up
C5orf24	COSTIM_up
ADO	COSTIM_up
COA4	COSTIM_up
PRKAG1	COSTIM_up
MRPS11	COSTIM_up
SNRPE	COSTIM_up
OGFRP1	COSTIM_up
TMEM259	COSTIM_up
TNRC18	COSTIM_up
NOP10	COSTIM_up
MRPL41	COSTIM_up
MRPS16	COSTIM_up
ARL6IP4	COSTIM_up
SHMT2	COSTIM_up
ATP6AP2	COSTIM_up
CYB5D1	COSTIM_up
BACE2	COSTIM_up
UBE2E2	COSTIM_up
AP1S2	COSTIM_up
C8orf33	COSTIM_up
FBXL6	COSTIM_up
YBEY	COSTIM_up
NPLOC4	COSTIM_up
EXOC7	COSTIM_up
KPNA2	COSTIM_up
WASH6P	COSTIM_up
GLRX5	COSTIM_up
FAM104B	COSTIM_up
MFSD5	COSTIM_up
ADI1	COSTIM_up
RWDD4	COSTIM_up
SKA2	COSTIM_up
ANXA2	COSTIM_up
PAQR7	COSTIM_up
NGRN	COSTIM_up
RPS17	COSTIM_up
OR2T29	COSTIM_up
CRIP2	COSTIM_up
DDX28	COSTIM_up
ACBD3	COSTIM_up
RRP7BP	COSTIM_up
RBM10	COSTIM_up
RPL35A	COSTIM_up
CEP63	COSTIM_up
SRPRA	COSTIM_up
EWSR1	COSTIM_up
HMGN4	COSTIM_up
MTA1	COSTIM_up
PYCR1	COSTIM_up
NAA38	COSTIM_up
SPNS2	COSTIM_up
AP2A2	COSTIM_up
SLC25A10	COSTIM_up
GAS6	COSTIM_up
NEB	COSTIM_up
PTGDR2	COSTIM_up
HSP90AB3P	COSTIM_up
RUVBL2	COSTIM_up
DDX41	COSTIM_up
DAZAP2	COSTIM_up
OR2T34	COSTIM_up
BOLA2	COSTIM_up
SF3A3	COSTIM_up
TRIM61	COSTIM_up
GTF2H2C	COSTIM_up
GPR132	COSTIM_up
EP400	COSTIM_up
UTP11	COSTIM_up
PSMG1	COSTIM_up
PRR14L	COSTIM_up
SETD3	COSTIM_up
SFXN4	COSTIM_up
MRPL54	COSTIM_up
NDUFB1	COSTIM_up
ALYREF	COSTIM_up
UPP1	COSTIM_up
TMEM50A	COSTIM_up
TBK1	COSTIM_up
CBX6	COSTIM_up
MACC1	COSTIM_up
TBL3	COSTIM_up
TUBA8	COSTIM_up
TOB2	COSTIM_up
KMT5A	COSTIM_up
NPW	COSTIM_up
COA3	COSTIM_up
ST6GALNAC3	COSTIM_up
ACTG1	COSTIM_up
DENND5A	COSTIM_up
OR2T10	COSTIM_up
DIABLO	COSTIM_up
VPS33B	COSTIM_up
UQCR10	COSTIM_up
EIF3C	COSTIM_up
NR2C2AP	COSTIM_up
CRELD2	COSTIM_up
SCFD2	COSTIM_up
PGP	COSTIM_up
IRAK1	COSTIM_up
CMSS1	COSTIM_up
TSSC4	COSTIM_up
RPL23AP82	COSTIM_up
SRPK3	COSTIM_up
CSF1	COSTIM_up
MAML2	COSTIM_up
SS18L1	COSTIM_up
KCND2	COSTIM_up
COPB2	COSTIM_up
THAP7	COSTIM_up
PTP4A3	COSTIM_up
TMEM255B	COSTIM_up
HDDC3	COSTIM_up
ZFP1	COSTIM_up
SOCS3	COSTIM_up
XPOT	COSTIM_up
SNN	COSTIM_up
EIF4ENIF1	COSTIM_up
ATL3	COSTIM_up
NDUFA12	COSTIM_up
UBE2G2	COSTIM_up
APOO	COSTIM_up
PRR16	COSTIM_up
TMED9	COSTIM_up
SUMO3	COSTIM_up
IMMP2L	COSTIM_up
OR6C70	COSTIM_up
NOC4L	COSTIM_up
NDUFA6	COSTIM_up
DGAT1	COSTIM_up
AP3M1	COSTIM_up
NELFA	COSTIM_up
INTS5	COSTIM_up
RPS27L	COSTIM_up
MANEAL	COSTIM_up
ANO9	COSTIM_up
FAF1	COSTIM_up
HSF1	COSTIM_up
C6orf120	COSTIM_up
DDX51	COSTIM_up
NOMO2	COSTIM_up
TNFAIP2	COSTIM_up
PRMT3	COSTIM_up
PRPF39	COSTIM_up
PPIL6	COSTIM_up
UBALD2	COSTIM_up
CCDC137	COSTIM_up
ATP6V0A2	COSTIM_up
TEDC1	COSTIM_up
HGS	COSTIM_up
MAPK11	COSTIM_up
MRPL30	COSTIM_up
LINC00158	COSTIM_up
FAAP100	COSTIM_up
BRCC3	COSTIM_up
SP1	COSTIM_up
MRPL40	COSTIM_up
P4HB	COSTIM_up
PSMD13	COSTIM_up
ZFP36L1	COSTIM_up
UBE2L3	COSTIM_up
MOSMO	COSTIM_up
DRG1	COSTIM_up
YTHDF3	COSTIM_up
ZNF696	COSTIM_up
KCNQ5	COSTIM_up
MORF4L1	COSTIM_up
SLC52A2	COSTIM_up
PCYT2	COSTIM_up
NAT8L	COSTIM_up
BCAP31	COSTIM_up
GNB1L	COSTIM_up
TRIM69	COSTIM_up
ATP6V0C	COSTIM_up
LAMP1	COSTIM_up
ZNF267	COSTIM_up
LRCH3	COSTIM_up
NDUFA13	COSTIM_up
C15orf41	COSTIM_up
C2orf76	COSTIM_up
ZNRF1	COSTIM_up
ZNF749	COSTIM_up
KDM4D	COSTIM_up
GPAT2	COSTIM_up
TOR3A	COSTIM_up
PPP1CC	COSTIM_up
CA5BP1	COSTIM_up
KRT10	COSTIM_up
NKRF	COSTIM_up
KPNA4	COSTIM_up
RPS23	COSTIM_up
INSIG1	COSTIM_up
NF2	COSTIM_up
MIR22HG	COSTIM_up
HPDL	COSTIM_up
KATNA1	COSTIM_up
ZFP91	COSTIM_up
C17orf58	COSTIM_up
HYAL3	COSTIM_up
LILRB4	COSTIM_up
TNFRSF4	COSTIM_up
TNFRSF18	COSTIM_up
RTN4RL2	COSTIM_up
EMID1	COSTIM_up
PTRH1	COSTIM_up
TMEM216	COSTIM_up
RPS19BP1	COSTIM_up
NAP1L1	COSTIM_up
CMC1	COSTIM_up
RNF220	COSTIM_up
MT1X	COSTIM_up
FNBP1	COSTIM_up
CHP1	COSTIM_up
PTMA	COSTIM_up
HSPA14	COSTIM_up
USP7	COSTIM_up
NANOS3	COSTIM_up
TET3	COSTIM_up
ZNF286A	COSTIM_up
TMEM203	COSTIM_up
TCEA1	COSTIM_up
NHEJ1	COSTIM_up
FANCA	COSTIM_up
MCRS1	COSTIM_up
CARD9	COSTIM_up
ZFP69B	COSTIM_up
PLSCR3	COSTIM_up
EIF4EBP1	COSTIM_up
PMS2CL	COSTIM_up
MORN2	COSTIM_up
UBQLN2	COSTIM_up
NWD1	COSTIM_up
C11orf95	COSTIM_up
MAPK12	COSTIM_up
AGRN	COSTIM_up
TMPPE	COSTIM_up
LINC00265	COSTIM_up
PRKAR1B	COSTIM_up
NUTM2B	COSTIM_up
NCR3LG1	COSTIM_up
TUBB4B	COSTIM_up
IL17REL	COSTIM_up
HES4	COSTIM_up
CENPP	COSTIM_up
GTF2F2	COSTIM_up
H2AX	COSTIM_up
C19orf54	COSTIM_up
C22orf34	COSTIM_up
FAM83G	COSTIM_up
SRSF10	COSTIM_up
OR2G6	COSTIM_up
NDOR1	COSTIM_up
NPIPP1	COSTIM_up
SUMO2	COSTIM_up
RTL6	COSTIM_up
PARVB	COSTIM_up
UROS	COSTIM_up
ZDHHC9	COSTIM_up
ZBED6CL	COSTIM_up
SMIM15	COSTIM_up
TMEM120B	COSTIM_up
RBM34	COSTIM_up
MTF1	COSTIM_up
TMEM201	COSTIM_up
ZDHHC11	COSTIM_up
SLX4	COSTIM_up
RPL14	COSTIM_up
ASTL	COSTIM_up
NOC2L	COSTIM_up
NELFB	COSTIM_up
ADAT2	COSTIM_up
NDUFA4	COSTIM_up
ALKBH2	COSTIM_up
LITAF	COSTIM_up
TMEM120A	COSTIM_up
ARID2	COSTIM_up
SF3B3	COSTIM_up
JPT1	COSTIM_up
PNRC2	COSTIM_up
RRP7A	COSTIM_up
SLC25A51P4	COSTIM_up
S100A14	COSTIM_up
RPS2P46	COSTIM_up
SH2D5	COSTIM_up
PAX5	COSTIM_up
HLA-DRB1	COSTIM_up
ZNF79	COSTIM_up
STK40	COSTIM_up
EEF1A1P5	COSTIM_up
TUBB	COSTIM_up
SUPT5H	COSTIM_up
XPNPEP3	COSTIM_up
OR2T2	COSTIM_up
PPIA	COSTIM_up
SUPT3H	COSTIM_up
NIF3L1	COSTIM_up
IARS1	COSTIM_up
POM121	COSTIM_up
WDR5	COSTIM_up
LONP1	COSTIM_up
FUT4	COSTIM_up
PTPN1	COSTIM_up
THEM5	COSTIM_up
XRCC6	COSTIM_up
TSC22D2	COSTIM_up
YRDC	COSTIM_up
ZNF777	COSTIM_up
PIK3R4	COSTIM_up
IPO4	COSTIM_up
NCOR2	COSTIM_up
PRPF40A	COSTIM_up
ANAPC7	COSTIM_up
SLC6A9	COSTIM_up
NACA	COSTIM_up
OR2T3	COSTIM_up
HDAC2	COSTIM_up
SDHAF3	COSTIM_up
RABL6	COSTIM_up
ZNF502	COSTIM_up
TRAPPC4	COSTIM_up
ZNF512B	COSTIM_up
VKORC1L1	COSTIM_up
HLA-DQA1	COSTIM_up
COL27A1	COSTIM_up
SNHG17	COSTIM_up
ZNF239	COSTIM_up
ILRUN	COSTIM_up
ADA	COSTIM_up
ARID5A	COSTIM_up
PPTC7	COSTIM_up
NHLRC2	COSTIM_up
CBWD3	COSTIM_up
ARHGEF12	COSTIM_up
FLNA	COSTIM_up
NOP9	COSTIM_up
AP2A1	COSTIM_up
LAGE3	COSTIM_up
METTL9	COSTIM_up
CXorf40B	COSTIM_up
ANXA6	COSTIM_up
GMFB	COSTIM_up
MAFG	COSTIM_up
IGF2R	COSTIM_up
DYNC1H1	COSTIM_up
PCBP2	COSTIM_up
ZGPAT	COSTIM_up
SRC	COSTIM_up
ZNF682	COSTIM_up
PCNX3	COSTIM_up
ACSL5	COSTIM_up
LRRC8B	COSTIM_up
ABCB8	COSTIM_up
SND1	COSTIM_up
PSMD12	COSTIM_up
NOL4L	COSTIM_up
C1D	COSTIM_up
TBC1D9B	COSTIM_up
GTF2E2	COSTIM_up
ZNF165	COSTIM_up
ZNF720	COSTIM_up
SVIL	COSTIM_up
MRPL21	COSTIM_up
HTT	COSTIM_up
MAP3K5	COSTIM_up
HNRNPAB	COSTIM_up
PDGFA	COSTIM_up
ZNF628	COSTIM_up
RPF2	COSTIM_up
ENTPD6	COSTIM_up
FAR1	COSTIM_up
CXorf40A	COSTIM_up
CDC42SE1	COSTIM_up
SERPINB2	COSTIM_up
DPP4	COSTIM_up
NMB	COSTIM_up
FAM114A1	COSTIM_up
RPE	COSTIM_up
ZNF460	COSTIM_up
PTMAP2	COSTIM_up
RPL37A	COSTIM_up
MCMBP	COSTIM_up
EME2	COSTIM_up
TAF13	COSTIM_up
ATAD3A	COSTIM_up
FAM118B	COSTIM_up
SLC9A8	COSTIM_up
GPAA1	COSTIM_up
SGTB	COSTIM_up
FAM49A	COSTIM_up
MYO1C	COSTIM_up
KIF13B	COSTIM_up
ADH5	COSTIM_up
SPG7	COSTIM_up
HRNR	COSTIM_up
HES5	COSTIM_up
ERO1A	COSTIM_up
S100A6	COSTIM_up
RPL12	COSTIM_up
ZNF121	COSTIM_up
MPZL1	COSTIM_up
VPS13A	COSTIM_up
GOLGA6L9	COSTIM_up
C1orf122	COSTIM_up
SNHG12	COSTIM_up
NOL8	COSTIM_up
MRPL42	COSTIM_up
RPS4X	COSTIM_up
MAK16	COSTIM_up
AVPR1B	COSTIM_up
SIRPA	COSTIM_up
CD2AP	COSTIM_up
ZNF544	COSTIM_up
ZNF770	COSTIM_up
MAN1A2	COSTIM_up
DDRGK1	COSTIM_up
TFDP1	COSTIM_up
CACNA1E	COSTIM_up
DDX42	COSTIM_up
RPL23A	COSTIM_up
UBL5	COSTIM_up
ZNF485	COSTIM_up
SDAD1	COSTIM_up
PIM3	COSTIM_up
GET3	COSTIM_up
SPRED2	COSTIM_up
BZW1P2	COSTIM_up
TXNRD1	COSTIM_up
YTHDF2	COSTIM_up
TMA16	COSTIM_up
HLA-DRB5	COSTIM_up
MAFK	COSTIM_up
GPN1	COSTIM_up
ZNF511	COSTIM_up
WDHD1	COSTIM_up
DDX39B	COSTIM_up
BAZ1A	COSTIM_up
COPS8	COSTIM_up
PPIAP22	COSTIM_up
KLHL9	COSTIM_up
C6orf89	COSTIM_up
CALM1	COSTIM_up
FAN1	COSTIM_up
EIF1AY	COSTIM_up
MT-ND6	COSTIM_up
IPO9	COSTIM_up
ANKRD13B	COSTIM_up
UNC13B	COSTIM_up
MT-CYB	COSTIM_up
CTR9	COSTIM_up
MSRB1	COSTIM_up
GPATCH3	COSTIM_up
CDC42BPB	COSTIM_up
OXCT2	COSTIM_up
RPL10A	COSTIM_up
COLGALT2	COSTIM_up
MT-ND2	COSTIM_up
FAM169A	COSTIM_up
MT-ND5	COSTIM_up
CNOT7	COSTIM_up
MTOR	COSTIM_up
ALPK2	COSTIM_up
PNP	COSTIM_up
FOXJ3	COSTIM_up
SFT2D1	COSTIM_up
INPP5F	COSTIM_up
HMGN2	COSTIM_up
UBE2J1	COSTIM_up
OPA1	COSTIM_up
RYR3	COSTIM_up
KTI12	COSTIM_up
SELENOT	COSTIM_up
TOX	COSTIM_up
RUSC2	COSTIM_up
OSTC	COSTIM_up
TSEN15	COSTIM_up
GRK5	COSTIM_up
TYW1	COSTIM_up
DCAF12	COSTIM_up
ITPRIPL1	COSTIM_up
MT-ND4	COSTIM_up
MT-ND1	COSTIM_up
PRMT6	COSTIM_up
CAPZA2	COSTIM_up
MT-ATP6	COSTIM_up
TOP1	COSTIM_up
C1orf174	COSTIM_up
SPOUT1	COSTIM_up
RPL39	COSTIM_up
DCLRE1A	COSTIM_up
APRT	COSTIM_up
CCDC167	COSTIM_up
MT-CO3	COSTIM_up
SMG5	COSTIM_up
RNVU1-22	COSTIM_up
RN7SKP90	COSTIM_up
SNORD1B	COSTIM_up
SNORA73B	COSTIM_up
RNU6-1214P	COSTIM_up
SNORA33	COSTIM_up
SNORD14E	COSTIM_up
SNORA74A	COSTIM_up
RNY1	COSTIM_up
RNU6-777P	COSTIM_up
SNORA65	COSTIM_up
SNORD14B	COSTIM_up
RNVU1-6	COSTIM_up
RNU6-619P	COSTIM_up
RNY3	COSTIM_up
VTRNA1-3	COSTIM_up
E2F3P2	COSTIM_up
OR2T5	COSTIM_up
COX20	COSTIM_up
CENPW	COSTIM_up
PRR9	COSTIM_up
EEF1AKMT2	COSTIM_up
GDI1	COSTIM_up
LINC00963	COSTIM_up
TRAF3IP1	COSTIM_up
ASAH2B	COSTIM_up
AGAP6	COSTIM_up
TIMM23B	COSTIM_up
ZDHHC18	COSTIM_up
AGAP9	COSTIM_up
BMS1P1	COSTIM_up
MACO1	COSTIM_up
PTPN20	COSTIM_up
RPL12P16	COSTIM_up
DAXX	COSTIM_up
PFDN6	COSTIM_up
RING1	COSTIM_up
HSD17B8	COSTIM_up
RXRB	COSTIM_up
BRD2	COSTIM_up
PSMB8	COSTIM_up
TAP2	COSTIM_up
NBDY	COSTIM_up
HLA-DRA	COSTIM_up
RNF5	COSTIM_up
AGPAT1	COSTIM_up
FKBPL	COSTIM_up
MRPL38	COSTIM_up
STK19	COSTIM_up
SKIV2L	COSTIM_up
NELFE	COSTIM_up
SDHD	COSTIM_up
NEU1	COSTIM_up
SNHG32	COSTIM_up
HSPA1B	COSTIM_up
HSPA1A	COSTIM_up
LSM2	COSTIM_up
VARS1	COSTIM_up
MSH5	COSTIM_up
CSNK2B	COSTIM_up
GPANK1	COSTIM_up
BAG6	COSTIM_up
PRRC2A	COSTIM_up
LST1	COSTIM_up
NFKBIL1	COSTIM_up
ZNF814	COSTIM_up
MICB	COSTIM_up
ZNF551	COSTIM_up
ZNF805	COSTIM_up
HLA-C	COSTIM_up
DHX16	COSTIM_up
MRPS18B	COSTIM_up
ABCF1	COSTIM_up
PRR3	COSTIM_up
LILRB3	COSTIM_up
GNL1	COSTIM_up
HLA-E	COSTIM_up
PPP1R11	COSTIM_up
RACK1	COSTIM_up
HLA-F	COSTIM_up
ZFP57	COSTIM_up
AKT1S1	COSTIM_up
TRIM27	COSTIM_up
MRPL53	COSTIM_up
DCTN1	COSTIM_up
FAM216A	COSTIM_up
MZT1	COSTIM_up
UQCC3	COSTIM_up
ZNF783	COSTIM_up
C12orf73	COSTIM_up
SLC35B4	COSTIM_up
PSENEN	COSTIM_up
ZBTB10	COSTIM_up
C4orf46	COSTIM_up
PSMB10	COSTIM_up
E2F4	COSTIM_up
TMEM170B	COSTIM_up
SARNP	COSTIM_up
IPO7	COSTIM_up
PRR13	COSTIM_up
NAP1L4	COSTIM_up
TMSB4X	COSTIM_up
SMN2	COSTIM_up
SERF1B	COSTIM_up
HMGN1	COSTIM_up
EIF3CL	COSTIM_up
DPF3	COSTIM_up
RNPS1	COSTIM_up
HSP90AB2P	COSTIM_up
DNAJC19	COSTIM_up
JPT2	COSTIM_up
HCP5	COSTIM_up
HLA-H	COSTIM_up
HLA-A	COSTIM_up
ANKRD28	COSTIM_up
THUMPD3-AS1	COSTIM_up
RNU6-431P	COSTIM_up
SNORD58A	COSTIM_up
SNORD24	COSTIM_up
RNU6-608P	COSTIM_up
SNORD21	COSTIM_up
SNORD101	COSTIM_up
RNVU1-30	COSTIM_up
SNORA75	COSTIM_up
SNORD51	COSTIM_up
RNVU1-15	COSTIM_up
SNORD20	COSTIM_up
RNU6-1127P	COSTIM_up
MIR181A2	COSTIM_up
SNORD12C	COSTIM_up
SNORD83B	COSTIM_up
SNORD83A	COSTIM_up
MT-TF	COSTIM_up
MT-TV	COSTIM_up
MT-TQ	COSTIM_up
MT-TA	COSTIM_up
MT-TN	COSTIM_up
MT-TC	COSTIM_up
MT-TY	COSTIM_up
MT-TE	COSTIM_up
GPX3	COSTIM_up
SELENOH	COSTIM_up
STK38L	COSTIM_up
TSN	COSTIM_up
IGLV2-14	COSTIM_up
IGLC1	COSTIM_up
IGLC2	COSTIM_up
PRR22	COSTIM_up
TAS2R15P	COSTIM_up
TAS2R13	COSTIM_up
SNORD19	COSTIM_up
SNORA26	COSTIM_up
LINC02693	COSTIM_up
RNF208	COSTIM_up
MT-ND4L	COSTIM_up
NUP62	COSTIM_up
AURKAP1	COSTIM_up
DENND1B	COSTIM_up
SCAF8	COSTIM_up
CRIP1	COSTIM_up
KLHL23	COSTIM_up
RPL22P1	COSTIM_up
TRIM59	COSTIM_up
BTF3L4P2	COSTIM_up
DNLZ	COSTIM_up
NPM1P32	COSTIM_up
RBMS2P1	COSTIM_up
NRAS	COSTIM_up
ANKRD39	COSTIM_up
QTRT1	COSTIM_up
CHUK	COSTIM_up
RPS3P6	COSTIM_up
COG8	COSTIM_up
HAUS7	COSTIM_up
SYNJ2BP	COSTIM_up
ARL2	COSTIM_up
FIRRE	COSTIM_up
RBMXL1	COSTIM_up
SRA1	COSTIM_up
YBX1P6	COSTIM_up
DNAJC9	COSTIM_up
RPLP0P6	COSTIM_up
VDAC1	COSTIM_up
ZBTB9	COSTIM_up
TMX2	COSTIM_up
NDUFS3	COSTIM_up
ADAT3	COSTIM_up
PPP1CB	COSTIM_up
LAT	COSTIM_up
RPL17P50	COSTIM_up
CLIC1	COSTIM_up
RPS29	COSTIM_up
CENPBD1P1	COSTIM_up
GTF2H4	COSTIM_up
DDX47	COSTIM_up
TMX2P1	COSTIM_up
RPL21P75	COSTIM_up
YBX1P10	COSTIM_up
RPL13AP7	COSTIM_up
ITGA1	COSTIM_up
NUDT19	COSTIM_up
PGAM1P7	COSTIM_up
REPIN1	COSTIM_up
MRPL23	COSTIM_up
TSPAN4	COSTIM_up
LYRM4	COSTIM_up
MYCBP	COSTIM_up
ALG3	COSTIM_up
ST7-OT4	COSTIM_up
ZNF788P	COSTIM_up
SH3D21	COSTIM_up
SMIM30	COSTIM_up
TTC41P	COSTIM_up
EEF1A1P12	COSTIM_up
HNRNPA1P10	COSTIM_up
FIS1	COSTIM_up
SOGA3	COSTIM_up
RPS3AP26	COSTIM_up
FAM187A	COSTIM_up
PPME1	COSTIM_up
NUTM2D	COSTIM_up
B3GNT10	COSTIM_up
IFRD2	COSTIM_up
ZBED1	COSTIM_up
TOMM6	COSTIM_up
HNRNPUL2	COSTIM_up
CYCSP55	COSTIM_up
LRRC69	COSTIM_up
DNAJA1P3	COSTIM_up
PHB2	COSTIM_up
NEURL4	COSTIM_up
UBXN2B	COSTIM_up
CBWD6	COSTIM_up
PEX26	COSTIM_up
FASTKD5	COSTIM_up
HOMEZ	COSTIM_up
DDX3X	COSTIM_up
VPS16	COSTIM_up
MYL5	COSTIM_up
MIR17HG	COSTIM_up
MCM3AP-AS1	COSTIM_up
AATBC	COSTIM_up
GCGR	COSTIM_up
KRT19P2	COSTIM_up
IFI30	COSTIM_up
MTCO2P33	COSTIM_up
HMGB1P17	COSTIM_up
PAM16	COSTIM_up
TATDN2P2	COSTIM_up
NEPNP	COSTIM_up
MORF4L1P1	COSTIM_up
ZNF579	COSTIM_up
ARL4AP5	COSTIM_up
RNASEK	COSTIM_up
PPIAP9	COSTIM_up
ZSCAN12P1	COSTIM_up
ASS1P1	COSTIM_up
RPL21P16	COSTIM_up
HSPE1P26	COSTIM_up
MIR663B	COSTIM_up
PPP3R1	COSTIM_up
AP4M1	COSTIM_up
HMSD	COSTIM_up
PPP2R2A	COSTIM_up
TRIM16	COSTIM_up
UBA52	COSTIM_up
BTBD19	COSTIM_up
CYTOR	COSTIM_up
SNORD19C	COSTIM_up
SNORD12B	COSTIM_up
RNA5SP44	COSTIM_up
RNU2-63P	COSTIM_up
MIR1913	COSTIM_up
NUTM2A-AS1	COSTIM_up
EXOSC6	COSTIM_up
HLA-DQB1-AS1	COSTIM_up
SAMSN1-AS1	COSTIM_up
LINC00571	COSTIM_up
AFG3L1P	COSTIM_up
MIR181A2HG	COSTIM_up
RPS24P8	COSTIM_up
MIR3681HG	COSTIM_up
C5orf66	COSTIM_up
DTNB-AS1	COSTIM_up
MDC1-AS1	COSTIM_up
HSP90AA2P	COSTIM_up
ADM5	COSTIM_up
SMIM13	COSTIM_up
HNRNPA1P48	COSTIM_up
SVIL-AS1	COSTIM_up
RPS27AP16	COSTIM_up
LINC00240	COSTIM_up
MRPL20-AS1	COSTIM_up
NDUFAF8	COSTIM_up
VPS26BP1	COSTIM_up
DYNC1I2P1	COSTIM_up
SLC9A3-AS1	COSTIM_up
GOLGA2P7	COSTIM_up
NPM1P39	COSTIM_up
LINC00618	COSTIM_up
RPSAP58	COSTIM_up
RBMS1P1	COSTIM_up
C2CD4D	COSTIM_up
MTND2P28	COSTIM_up
MCRIP1	COSTIM_up
FGD5-AS1	COSTIM_up
NPM1P18	COSTIM_up
OR6V1	COSTIM_up
RUSC1-AS1	COSTIM_up
NOL7	COSTIM_up
MTND1P23	COSTIM_up
YBX1P8	COSTIM_up
UQCRFS1P1	COSTIM_up
GTF2H2B	COSTIM_up
CFLAR-AS1	COSTIM_up
SLC16A1-AS1	COSTIM_up
PLCL2-AS1	COSTIM_up
TMEM185B	COSTIM_up
TEX41	COSTIM_up
NAALADL2-AS2	COSTIM_up
LINC01276	COSTIM_up
DANCR	COSTIM_up
LTA	COSTIM_up
LINC01692	COSTIM_up
FUNDC2P4	COSTIM_up
WDR46	COSTIM_up
RPS28P7	COSTIM_up
LINC01630	COSTIM_up
LINC02672	COSTIM_up
MIR663AHG	COSTIM_up
SCAMP4	COSTIM_up
RCC2-AS1	COSTIM_up
MYL12BP2	COSTIM_up
RPL23AP89	COSTIM_up
RAPGEF4-AS1	COSTIM_up
PABPC4-AS1	COSTIM_up
MELTF-AS1	COSTIM_up
NACA4P	COSTIM_up
GAPDHP1	COSTIM_up
MT-ATP8	COSTIM_up
PSMD8P1	COSTIM_up
FAM174C	COSTIM_up
LINC02474	COSTIM_up
OST4	COSTIM_up
MIR34AHG	COSTIM_up
SNHG26	COSTIM_up
SAPCD1	COSTIM_up
HCG22	COSTIM_up
LINC01128	COSTIM_up
RASA4CP	COSTIM_up
AKR7A2P1	COSTIM_up
RPL41	COSTIM_up
ST13P13	COSTIM_up
RALGAPA1P1	COSTIM_up
RPL4P4	COSTIM_up
NAMPTP1	COSTIM_up
PET100	COSTIM_up
RPL4P6	COSTIM_up
TPRG1-AS2	COSTIM_up
ACBD6	COSTIM_up
EXOSC10-AS1	COSTIM_up
HLA-K	COSTIM_up
YY2	COSTIM_up
LINC02541	COSTIM_up
HSBP1	COSTIM_up
ECE1-AS1	COSTIM_up
HLA-DPA1	COSTIM_up
RPS18	COSTIM_up
PRH1	COSTIM_up
